Käitleja identifikaator	Tegevuskoha identifikaator	Tunnusnumber	Tunnustatud	Käitleja registri- või isikukood	Käitleja aadress	Käitleja nimi	Tegevuskoha nimi	Põhikäitlemisvaldkond	Tegevuskoha maakond	Tegevuskoha aadress	lat	lng
67927	67928	8328	true	11609164	Harju maakond, Lääne-Harju vald, Maeru küla, Kopli-Madise	MAIRI NOTTON	FIE Mairi Notton	Toitlustamine	Harjumaa	Kopli-Madise, Maeru küla, Lääne-Harju vald, Harju maakond, 76103	59.2538889	24.2786111
65204	65205	8329	true	10464232	Harju maakond, Lääne-Harju vald, Padise küla, Mõisa	OÜ VON RAMM	Padise Mõisa restoran	Toitlustamine	Harjumaa	Mõisa, Padise küla, Lääne-Harju vald, Harjumaa, 76001	59.2279892	24.1422176
63800	63804	8333	true	10095792	Harju maakond, Harku vald, Muraste küla, Tedre tee 11	OSAÜHING ADIANTRO	Tallinna Pedagoogilise Seminari Kohvik	Toitlustamine	Harjumaa	Räägu 49, Kristiine linnaosa, Tallinn, Harjumaa, 11311	59.4145897	24.7201142
67027	67028	8335	true	11228404	Harju maakond, Lääne-Harju vald, Paldiski linn, Mere tn 10	OSAÜHING PEETRI CATERING	Trahter Peetri Toll	Toitlustamine	Harjumaa	Mere 10, Paldiski linn, Lääne-Harju vald, Harjumaa, 76805	59.3502423	24.0532928
72267	72272	8339	true	10180925	Harju maakond, Tallinn, Kristiine linnaosa, A. H. Tammsaare tee 47	CIRCLE K EESTI AKTSIASELTS	Mustamäe teenindusjaam	Jaemüük	Harjumaa	Sõpruse pst 200b,Tallinn, Harjumaa, 13423	59.4059627	24.7004812
72267	72275	8342	true	10180925	Harju maakond, Tallinn, Kristiine linnaosa, A. H. Tammsaare tee 47	CIRCLE K EESTI AKTSIASELTS	Sõle teenindusjaam	Jaemüük	Harjumaa	Paldiski mnt 44, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10614	59.4327798	24.7145365
64341	64342	8344	true	10220493	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Randla tn 4	OSAÜHING DIVIRS	kauplus Liiko	Jaemüük	Harjumaa	Randla 4, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10312	59.4516713	24.6865919
65236	65237	8347	true	10482566	Harju maakond, Raasiku vald, Raasiku alevik, Meierei tn 1	OSAÜHING KONMIGO	Meierei pood	Jaemüük	Harjumaa	Meierei 1, Raasiku alevik, Raasiku vald, Harjumaa, 75203	59.366421	25.1763451
73747	73753	8349	true	10088042	Harju maakond, Keila linn, Haapsalu mnt 57a	KEILA TARBIJATE ÜHISTU	Nissi kauplus	Jaemüük	Harjumaa	Nissi tee 51, Riisipere alevik, Saue vald, Harjumaa, 76202	59.1043888	24.312858
65759	65760	8353	true	10703955	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 35	OSAÜHING HANDELL	restoran Arian	Toitlustamine	Harjumaa	Telliskivi 35, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10611	59.4373007	24.7226518
66252	66253	8355	true	10910588	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kopli tn 18-1	POPULAR OÜ	Popular	Toitlustamine	Harjumaa	Vana-Viru 6, Kesklinna linnaosa, Tallinn, Harjumaa, 10111	59.4370338	24.7504923
65052	65053	8359	true	10409701	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kopli tn 69a	OSAÜHING VENGELDO	OÜ Vengeldo	Toitlustamine	Harjumaa	Kopli 69a,Tallinn, Harjumaa, 10314	59.4546219	24.6909299
72499	72502	8362	true	10647665	Harju maakond, Tallinn, Lasnamäe linnaosa, Sarruse tn 14	AKTSIASELTS EESTI EINE	Lääne- Tallinna Hoolduskliiniku jaotusköök	Toitlustamine	Harjumaa	Paldiski mnt 68, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10617	59.4307522	24.6917326
71759	71796	8366	true	10263574	Harju maakond, Rae vald, Pildiküla, Põrguvälja tee 3	RIMI EESTI FOOD AS	Kalevipoja mini RIMI	Jaemüük	Harjumaa	Kalevipoja põik 8, Lasnamäe linnaosa, Tallinn, Harjumaa, 13614	59.4383961	24.8316741
50243	50244	8367	true	75014899	Harju maakond, Tallinn, Mustamäe linnaosa, Ehitajate tee 82	MUSTAMÄE PÄEVAKESKUS	Mustamäe päevakeskus	Toitlustamine	Harjumaa	Ehitajate tee 82, Mustamäe linnaosa, Tallinn, Harjumaa, 12915	59.4072821	24.6728586
73080	73097	8373	true	10406134	Harju maakond, Saku vald, Tänassilma küla, Põikmäe tn 2	AS R-KIOSK ESTONIA	AS R- Kiosk Estonia	Jaemüük	Harjumaa	Punane 43, Lasnamäe linnaosa, Tallinn, Harjumaa, 13619	59.434629	24.832231
50335	50336	8374	true	75017001	Harju maakond, Tallinn, Lasnamäe linnaosa, Pallasti tn 19	TALLINNA ASUNDUSE LASTEAED	Tallinna Asunduse lasteaed	Toitlustamine	Harjumaa	Pallasti 19, Lasnamäe linnaosa, Tallinn, Harjumaa, 11411	59.4296217	24.7898515
68852	68853	8376	true	12006410	Harju maakond, Tallinn, Kesklinna linnaosa, Tartu mnt 65-31	SAUKAS FOOD OÜ	OÜ Saukas Food	Toitlustamine	Harjumaa	Peterburi tee 81, Lasnamäe linnaosa, Tallinn, Harjumaa, 11415	59.4339599	24.8548002
63314	63315	8379	true	10006067	Harju maakond, Tallinn, Kristiine linnaosa, Tiiva tn 9a/9	FEE CATERING OÜ	AS Fee Catering	Toitlustamine	Harjumaa	Pärnu mnt 5, Kesklinna linnaosa, Tallinn, Harjumaa, 10148	59.434736	24.7488378
67391	67407	8380	true	11391363	Harju maakond, Tallinn, Kesklinna linnaosa, Hõbeda tn 6	BALTIC RESTAURANTS ESTONIA AS	Baltic Restaurants Estonia AS	Toitlustamine	Harjumaa	Vabaõhumuuseumi tee 8, Haabersti linnaosa, Tallinn, Harjumaa, 13521	59.4273072	24.6638935
66380	66381	8381	true	10935482	Harju maakond, Tallinn, Haabersti linnaosa, Tiskrevälja tn 5	OSAÜHING MINILASTEAED LÕVIMERI	OÜ Minilasteaed Lõvimeri	Toitlustamine	Harjumaa	Tiskrevälja 5, Haabersti linnaosa, Tallinn, Harjumaa, 13516	59.4419501	24.5758012
50315	50316	8382	true	75016734	Harju maakond, Tallinn, Nõmme linnaosa, Kaskede pst 22	TALLINNA LASTEAED KASEKE	Tallinna lasteaed Kaseke	Toitlustamine	Harjumaa	Kaskede pst 22, Nõmme linnaosa, Tallinn, Harjumaa, 10915	59.3549977	24.6192417
65274	65275	8383	true	10502197	Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 219b	OSAÜHING ABSOLENT	Sõprus kohvik	Toitlustamine	Harjumaa	Paldiski mnt 219b, Haabersti linnaosa, Tallinn, Harjumaa, 13517	59.4141902	24.6349572
66433	66434	8390	true	10947054	Harju maakond, Saku vald, Kiisa alevik, Viljandi mnt 15	GRILLMAN OÜ	OÜ Grillman	Toitlustamine	Harjumaa	Kadaka tee 56a, Mustamäe linnaosa, Tallinn, Harjumaa, 12915	59.4125374	24.666926
64557	64559	8391	true	10283068	Harju maakond, Viimsi vald, Miiduranna küla, Vahe tee 4	OSAÜHING OMARENT	OÜ Omarent	Toitlustamine	Harjumaa	Läänemere tee 72a, Lasnamäe linnaosa, Tallinn, Harjumaa, 13914	59.4513195	24.887753
66457	66458	8393	true	10963774	Harju maakond, Kuusalu vald, Sõitme küla, Jõekääru	OSAÜHING SILDEX	OÜ Sildex	Toitlustamine	Harjumaa	Jõekääru, Sõitme küla, Kuusalu vald, Harjumaa, 74623	59.4830556	25.4758333
66352	66356	8396	true	10933767	Harju maakond, Tallinn, Mustamäe linnaosa, Laki tn 30	OÜ COFFEE IN	Coffee IN & Yo Ülemiste kohvik	Toitlustamine	Harjumaa	Suur-Sõjamäe 4, Lasnamäe linnaosa, Tallinn, Harjumaa, 11415	59.4219071	24.7944225
50410	50411	8401	true	75017722	Harju maakond, Tallinn, Kesklinna linnaosa, Asula tn 16	TALLINNA MAGDALEENA LASTEAED	Tallinna Magdaleena lasteaia köök	Toitlustamine	Harjumaa	Asula 16, Kesklinna linnaosa, Tallinn, Harjumaa, 11312	59.415851	24.7345443
64294	64297	8409	true	10202992	Harju maakond, Kose vald, Kose alevik, Pikk tn 19	TRIVOLI OÜ	OÜ Trivoli	Jaemüük	Harjumaa	Pikk 19, Kose alevik, Kose vald, Harjumaa, 75101	59.1852688	25.1663201
50076	50078	8410	true	75011524	Harju maakond, Maardu linn, Haigla tn 6	LASTEAED SIPSIK	Lasteaed Sipsik köök	Toitlustamine	Harjumaa	Kellamäe 1, Maardu linn, Harjumaa, 74113	59.4883483	25.0234525
72267	72279	8411	true	10180925	Harju maakond, Tallinn, Kristiine linnaosa, A. H. Tammsaare tee 47	CIRCLE K EESTI AKTSIASELTS	Õismäe teenindusjaam	Jaemüük	Harjumaa	Paldiski mnt 106, Haabersti linnaosa, Tallinn, Harjumaa, 13522	59.4242461	24.6466928
72267	72281	8412	true	10180925	Harju maakond, Tallinn, Kristiine linnaosa, A. H. Tammsaare tee 47	CIRCLE K EESTI AKTSIASELTS	Järve teenindusjaam	Jaemüük	Harjumaa	Pärnu mnt 180, Kristiine linnaosa, Tallinn, Harjumaa, 11316	59.4024964	24.7287718
73232	73248	8415	true	10238429	Harju maakond, Tallinn, Kesklinna linnaosa, Sadama tn 5	AKTSIASELTS TALLINK GRUPP	M/L Baltic Queen Supermarket	Jaemüük	Harjumaa	Lootsi 13, Kesklinna linnaosa, Tallinn, Harjumaa, 10151	59.4433529	24.7667623
73232	73249	8416	true	10238429	Harju maakond, Tallinn, Kesklinna linnaosa, Sadama tn 5	AKTSIASELTS TALLINK GRUPP	M/L Baltic Queen restoran Buffet, restoran Grill House, restoran Aleksandra, Gourmet restoran, Sevilla bar, Cafeteria, meeskonnames	Toitlustamine	Harjumaa	Lootsi 13, Kesklinna linnaosa, Tallinn, Harjumaa, 10151	59.4433529	24.7667623
50074	50075	8418	true	75011518	Harju maakond, Maardu linn, Noorte tn 8	LASTEAED RÕÕM	Lasteaed Rõõm köök	Toitlustamine	Harjumaa	Noorte 8, Maardu linn, Harjumaa, 74116	59.4780272	25.0202845
73080	73102	8421	true	10406134	Harju maakond, Saku vald, Tänassilma küla, Põikmäe tn 2	AS R-KIOSK ESTONIA	AS R- Kiosk Estonia	Jaemüük	Harjumaa	Kadaka tee 60, Mustamäe linnaosa, Tallinn, Harjumaa, 12915	59.4116871	24.6646885
65249	65250	8424	true	10488847	Harju maakond, Tallinn, Kesklinna linnaosa, Ravi tn 16-12	OSAÜHING KANAPU OSA	OÜ Kanapu Osa	Jaemüük	Harjumaa	F. R. Faehlmanni 50, Kesklinna linnaosa, Tallinn, Harjumaa, 10125	59.4371928	24.7789314
63938	63939	8427	true	10118659	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Sõle tn 81	OSAÜHING UEF GRUPI	Kauplus Rahu	Jaemüük	Harjumaa	Sõle 81, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10312	59.454051	24.6901597
71901	71927	8432	true	10765896	Harju maakond, Tallinn, Mustamäe linnaosa, Aiandi tn 13/2	MAXIMA EESTI OÜ	Maxima X- kauplus	Jaemüük	Harjumaa	Sõpruse pst 171, Mustamäe linnaosa, Tallinn, Harjumaa, 13413	59.407376	24.7045899
70539	70540	8435	true	90006399	Harju maakond, Tallinn, Mustamäe linnaosa, J. Sütiste tee 19	SIHTASUTUS PÕHJA-EESTI REGIONAALHAIGLA	SA Põhja- Eesti Regionaalhaigla jaotusköögid	Toitlustamine	Harjumaa	Paldiski mnt 52, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10614	59.4323869	24.700842
63468	63470	8436	true	10035318	Harju maakond, Tallinn, Lasnamäe linnaosa, Punane tn 14a-409	AKTSIASELTS TULELEEK	Tallinna Polütehnikumi Söökla	Toitlustamine	Harjumaa	Pärnu mnt 57, Kesklinna linnaosa, Tallinn, Harjumaa, 10135	59.4268487	24.7435388
64294	64295	8437	true	10202992	Harju maakond, Kose vald, Kose alevik, Pikk tn 19	TRIVOLI OÜ	Trivoli söökla	Toitlustamine	Harjumaa	Pikk 19, Kose alevik, Kose vald, Harjumaa, 75101	59.1852688	25.1663201
68290	68291	8444	true	11739412	Harju maakond, Lääne-Harju vald, Vasalemma alevik, Pärna tn 18	OÜ SALESMASTER	Kauplus Vasalemma	Jaemüük	Harjumaa	Jaama 18/1, Vasalemma alevik, Lääne-Harju vald, Harjumaa, 76101	59.2382389	24.2894319
77222	77223	8452	true	12566356	Harju maakond, Tallinn, Kesklinna linnaosa, Väike-Karja tn 8	DRINK PUB OÜ	Pubi Drink	Toitlustamine	Harjumaa	Väike-Karja 8, Kesklinna linnaosa, Tallinn, Harjumaa, 10140	59.4350992	24.7483957
63483	63484	8453	true	10036387	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Erika tn 17	OSAÜHING RAUDKULL	OÜ Raudkull	Jaemüük	Harjumaa	Tööstuse 73, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10416	59.4526908	24.7168343
63265	63266	8454	true	11181648	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Tehnika tn 15	OSAÜHING COWEN GRUPP	kauplus Ülle	Jaemüük	Harjumaa	Tehnika 15, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10149	59.4362377	24.7290463
65612	65613	8455	true	10643383	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 48	OSAÜHING APOTEK GRUPP	OÜ Apotek Grupp	Jaemüük	Harjumaa	Telliskivi 48, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10611	59.4380725	24.7252558
70369	70370	8470	true	80216174	Harju maakond, Tallinn, Pirita linnaosa, Merivälja tee 18	PÜHIMA PÄÄSTJA PÜHA BIRGITTA ORDU KLOOSTER PIRITAL	külalistemaja köök	Toitlustamine	Harjumaa	Merivälja tee 18, Pirita linnaosa, Tallinn, Harjumaa, 11911	59.4674452	24.8360176
75053	75060	8472	true	10186520	Ida-Viru maakond, Lüganuse vald, Varja küla, Sigvari	OSAÜHING SIGWAR	OÜ Sigwar	Jaemüük	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
73192	73193	8474	true	10017705	Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 107	AKTSIASELTS PINUS	Pinus	Jaemüük	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
67077	67081	8478	true	11246336	Harju maakond, Maardu linn, Lao tn 2	SHTEINLE KAUBANDUS OÜ	Shteinle Kaubandus OÜ	Jaemüük	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
73021	73024	8480	true	11323290	Saare maakond, Saaremaa vald, Kuressaare linn, Pikk tn 81	OSAÜHING SAAREMAA LIHATÖÖSTUS	OÜ Saaremaa Lihatööstus	Jaemüük	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
74171	74175	8481	true	11449281	Harju maakond, Tallinn, Mustamäe linnaosa, Laki tn 11a	REVAL KONDIITER OÜ	Reval Kondiiter Pagariäri	Toitlustamine	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
71887	71889	8483	true	10198606	Lääne-Viru maakond, Haljala vald, Käsmu küla, Neeme tee 68	OSAÜHING EKSFISK	Peetri Lõheäri	Jaemüük	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
64738	64739	8487	true	10328339	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kopli tn 14	OSAÜHING SARGOLD	pubi Kolm Lõvi	Toitlustamine	Harjumaa	Kopli 14,Tallinn, Harjumaa, 10412	59.4418826	24.73426
72572	72576	8494	true	10812673	Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 461	AVER BALTIC OÜ	Aver Baltic OÜ	Jaemüük	Harjumaa	Pärnu mnt 461, Nõmme linnaosa, Tallinn, Harjumaa, 10916	59.3591668	24.6303471
65400	65401	8496	true	10558134	Harju maakond, Tallinn, Lasnamäe linnaosa, Pikri tn 1-9	OSAÜHING SELVESTA	OÜ Selvesta	Toitlustamine	Harjumaa	Uuslinna 10, Lasnamäe linnaosa, Tallinn, Harjumaa, 11415	59.4372848	24.8065406
67859	67860	8500	true	11580503	Harju maakond, Rae vald, Peetri alevik, Peetri tee 19	TIPPTEENUS OÜ	Pubi Peetri	Toitlustamine	Harjumaa	Peetri tee 19, Peetri alevik, Rae vald, Harjumaa, 75312	59.3951325	24.8151253
73007	73009	8501	true	10553579	Harju maakond, Tallinn, Kesklinna linnaosa, Tehnika tn 55	AMINTOR OÜ	OÜ Amintor	Toitlustamine	Harjumaa	Viru 27a, Kesklinna linnaosa, Tallinn, Harjumaa, 10148	59.4367385	24.7519282
65094	65095	8502	true	10425255	Harju maakond, Tallinn, Lasnamäe linnaosa, J. Koorti tn 2-117	OSAÜHING BEK	Restoran Faeton	Toitlustamine	Harjumaa	J. Köleri 2, Kesklinna linnaosa, Tallinn, Harjumaa, 10150	59.4385926	24.7752982
67852	67853	8504	true	11576758	Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 141	DELTA CAFÉ & BISTRO OÜ	Delta Cafe & Bistroo OÜ	Toitlustamine	Harjumaa	Pärnu mnt 141, Kesklinna linnaosa, Tallinn, Harjumaa, 11314	59.402557	24.7306157
74534	74536	8518	true	11167173	Harju maakond, Saue vald, Jõgisoo küla, Kalakese	OSAÜHING FORELLIPÜÜK	Jõgisoo Forellipüük-Baar	Toitlustamine	Harjumaa	Kalakese, Jõgisoo küla, Saue vald, Harjumaa, 76411	59.2741456	24.5206735
64160	64161	8523	true	10175048	Harju maakond, Raasiku vald, Peningi küla, Raasiku tee 1	OSAÜHING ASALIIN	Peningi kauplus	Jaemüük	Harjumaa	Raasiku tee 1, Peningi küla, Raasiku vald, Harjumaa, 75211	59.3355727	25.1536308
63626	63627	8529	true	10068329	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Puhangu tn 10	OSAÜHING DORIINE	OÜ Doriine	Jaemüük	Harjumaa	Puhangu 10, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10311	59.4455353	24.6979109
65483	65486	8531	true	10588218	Harju maakond, Tallinn, Kesklinna linnaosa, Estonia pst 6	RK TEENINDUSE OÜ	Tallinna Reaalkooli söökla, kohvik	Toitlustamine	Harjumaa	Estonia pst 6, Kesklinna linnaosa, Tallinn, Harjumaa, 10148	59.4338726	24.7491193
63922	63923	8533	true	10113099	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Kopli tn 83-4	OSAÜHING REFKOMP	OÜ Refkomp	Toitlustamine	Harjumaa	Kopli 83, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 11712	59.4572661	24.6760995
67796	67797	8534	true	11544329	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Uus-Maleva tn 4	AL SHARAB OÜ	OÜ AL Sharab	Jaemüük	Harjumaa	Uus-Maleva 4, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 11711	59.4561012	24.6828565
73080	73160	8536	true	10406134	Harju maakond, Saku vald, Tänassilma küla, Põikmäe tn 2	AS R-KIOSK ESTONIA	Kiosk nr 38 Laikmaa	Jaemüük	Harjumaa	Viru väljak 4, Kesklinna linnaosa, Tallinn, Harjumaa, 10111	59.4365146	24.7559338
66934	66935	8542	true	11183251	Harju maakond, Tallinn, Kesklinna linnaosa, Raekoja plats 13	OSAÜHING MAHARAJA ASP	restoran Liisu Juures	Toitlustamine	Harjumaa	Raekoja plats 13, Kesklinna linnaosa, Tallinn, Harjumaa, 10146	59.437551	24.7461249
67067	67068	8544	true	11238851	Harju maakond, Maardu linn, Kroodi tn 6	EUROHOTEL OÜ	baar Taverna 28	Toitlustamine	Harjumaa	Kroodi 6, Maardu linn, Harjumaa, 74114	59.4553713	25.0051958
73854	73865	8557	true	10677712	Harju maakond, Tallinn, Kesklinna linnaosa, Pärnu mnt 142/4	SPORTLAND EESTI AKTSIASELTS	Söögimaja	Toitlustamine	Harjumaa	Oja, Pillapalu küla, Anija vald, Harjumaa, 74502	59.3368939	25.6437508
72089	72093	8559	true	10381865	Harju maakond, Tallinn, Kesklinna linnaosa, Vana-Lõuna tn 37	PAGARIPOISID OÜ	Pagaripoisid OÜ	Toitlustamine	Harjumaa	Mustamäe tee 45, Kristiine linnaosa, Tallinn, Harjumaa, 10619	59.4218258	24.6983241
50554	50555	8562	true	75019218	Harju maakond, Tallinn, Haabersti linnaosa, Õismäe tee 70	TALLINNA RUKKILILLE LASTEAED	Tallinna Rukkilille lasteaia köök	Toitlustamine	Harjumaa	Õismäe tee 70, Haabersti linnaosa, Tallinn, Harjumaa, 13512	59.4144303	24.6436418
66515	66516	8563	true	10993261	Harju maakond, Tallinn, Pirita linnaosa, Pirita tee 17	OSAÜHING OZON	Kalevi Jahtklubi Baar	Toitlustamine	Harjumaa	Pirita tee 17, Pirita linnaosa, Tallinn, Harjumaa, 11911	59.4654075	24.8300302
64383	64384	8565	true	10237186	Harju maakond, Lääne-Harju vald, Pedase küla, Pedase hotell	OÜ PEDASE HOTELL	OÜ Pedase Hotell	Toitlustamine	Harjumaa	Pedase hotell, Pedase küla, Lääne-Harju vald, Harjumaa, 76014	59.2717606	23.8993318
72267	72284	8566	true	10180925	Harju maakond, Tallinn, Kristiine linnaosa, A. H. Tammsaare tee 47	CIRCLE K EESTI AKTSIASELTS	Nõmme teenindusjaam	Jaemüük	Harjumaa	Männiku tee 2, Nõmme linnaosa, Tallinn, Harjumaa, 11624	59.3919261	24.7218567
70283	70284	8571	true	80120066	Harju maakond, Tallinn, Lasnamäe linnaosa, K. Kärberi tn 27-91	TALLINNA SKAUTIDE RÜHM TIIGRID	Skautide köök	Toitlustamine	Harjumaa	Kotka küla, Kuusalu vald, Harjumaa, 74809	59.5405569	25.762771
66184	66186	8572	true	10885873	Harju maakond, Tallinn, Lasnamäe linnaosa, Linnamäe tee 87	OÜ IGOLEG TOITLUSTAMINE	Igoleg Toitlustamine OÜ	Toitlustamine	Harjumaa	Majaka 36, Lasnamäe linnaosa, Tallinn, Harjumaa, 11412	59.4275012	24.7928198
65307	65308	8574	true	10524075	Harju maakond, Tallinn, Lasnamäe linnaosa, Kivila tn 17-141	OSAÜHING MONAFEX	OÜ Monafex	Jaemüük	Harjumaa	Turu plats 8, Nõmme linnaosa, Tallinn, Harjumaa, 11614	59.3886871	24.6836837
70321	70322	8575	true	80153120	Harju maakond, Tallinn, Lasnamäe linnaosa, Võru tn 11	MITTETULUNDUSÜHING NOORTEKESKUS VIHASOO	Vihasoo Noortelaager	Toitlustamine	Harjumaa	Tammispea küla, Kuusalu vald, Harjumaa, 74715	59.55412	25.830475
70348	70349	8579	true	80202381	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Puhangu tn 77	EESTI JEHOOVA TUNNISTAJATE KOGUDUSTE LIIT	koguduse söökla	Toitlustamine	Harjumaa	Puhangu 77, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10316	59.4438956	24.6923
66124	66125	8587	true	10858379	Harju maakond, Lääne-Harju vald, Hatu küla, Kuusiku	OSAÜHING KEMENDRO	Pae kauplus-kohvik	Jaemüük	Harjumaa	Pae küla, Lääne-Harju vald, Harjumaa, 76015	59.1904344	24.0379598
63673	63674	8596	true	10077162	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Ristiku tn 85	OSAÜHING PAPLIÕIS	OÜ Papliõis	Jaemüük	Harjumaa	Ristiku 85, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10318	59.4450986	24.7107799
71759	71762	8597	true	10263574	Harju maakond, Rae vald, Pildiküla, Põrguvälja tee 3	RIMI EESTI FOOD AS	Rimi kauplus	Jaemüük	Harjumaa	Põhja pst 17, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10414	59.4441536	24.7428361
71759	71790	8598	true	10263574	Harju maakond, Rae vald, Pildiküla, Põrguvälja tee 3	RIMI EESTI FOOD AS	Telliskivi Rimi Supermarket	Jaemüük	Harjumaa	Telliskivi 61, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10412	59.4414509	24.730129
71759	71789	8599	true	10263574	Harju maakond, Rae vald, Pildiküla, Põrguvälja tee 3	RIMI EESTI FOOD AS	Kolde Mini Rimi	Jaemüük	Harjumaa	Sõle 27, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10614	59.43868	24.70737
68588	68589	8601	true	11912661	Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Telliskivi tn 57d	TOTIANO GRUPP OÜ	Totiano Grupp OÜ	Toitlustamine	Harjumaa	Telliskivi 57d, Põhja-Tallinna linnaosa, Tallinn, Harjumaa, 10412	59.4398458	24.7259144
63622	63623	8602	true	10065806	Harju maakond, Tallinn, Kristiine linnaosa, Energia tn 1	OSAÜHING LEENI	Leeni	Jaemüük	Harjumaa	Energia 1, Kristiine linnaosa, Tallinn, Harjumaa, 11316	59.396743	24.7103548
64901	64902	8603	true	10363653	Harju maakond, Tallinn, Pirita linnaosa, Merivälja tee 5b	OSAÜHING PIRITA PUHKUS	Pirita Grillbaar	Toitlustamine	Harjumaa	Merivälja tee 5b, Pirita linnaosa, Tallinn, Harjumaa, 11911	59.4708998	24.8331446
67806	67807	8606	true	11548592	Harju maakond, Tallinn, Kesklinna linnaosa, Bremeni käik 1	CHAKRA OÜ	restoran Chakara	Toitlustamine	Harjumaa	Bremeni käik 1, Kesklinna linnaosa, Tallinn, Harjumaa, 10123	59.4393638	24.7493797
67140	67141	8611	true	11274373	Harju maakond, Tallinn, Kesklinna linnaosa, Viru tn 18	OÜ VENTOLUKS	Lokaal Helsinki	Toitlustamine	Harjumaa	Viru 18, Kesklinna linnaosa, Tallinn, Harjumaa, 10140	59.436548	24.74893
67003	67004	8615	true	11214891	Harju maakond, Tallinn, Kesklinna linnaosa, Pikk jalg 16	A&T PRISCE OÜ	Pikajala Kohvik&Restoran	Toitlustamine	Harjumaa	Pikk jalg 16, Kesklinna linnaosa, Tallinn, Harjumaa, 10130	59.4362402	24.7407308
67582	67583	8616	true	11451645	Harju maakond, Tallinn, Kesklinna linnaosa, Lembitu tn 8-5	OSAÜHING EVERAL TRADING	Edo Sushi kohvik	Toitlustamine	Harjumaa	Kivisilla 8, Kesklinna linnaosa, Tallinn, Harjumaa, 10145	59.4341521	24.7592107
64834	64835	8620	true	10349815	Harju maakond, Maardu linn, Fosforiidi tn 17	LANVERST OSAÜHING	OÜ Lanverst	Jaemüük	Harjumaa	Fosforiidi 17, Maardu, Harjumaa, 74114	59.4536769	24.9959887
63851	63852	8621	true	10097963	Harju maakond, Kose vald, Kolu küla	OÜ SVEMARK	Kolu kauplus-kohvik	Jaemüük	Harjumaa	Kaupluse, Kolu küla, Kose vald, Harjumaa, 75121	59.197034	25.050939
64808	64815	8626	true	10347236	Harju maakond, Tallinn, Kesklinna linnaosa, Saku tn 6	HARJU TARBIJATE ÜHISTU	Sõpruse Kosum	Jaemüük	Harjumaa	Sõpruse pst 249, Mustamäe linnaosa, Tallinn, Harjumaa, 13412	59.3988021	24.6833855
66404	66406	8636	true	10941152	Harju maakond, Tallinn, Haabersti linnaosa, Paldiski mnt 229a	OSAÜHING HOBBYKARTING	OÜ Hobbykarting	Toitlustamine	Harjumaa	Paldiski mnt 229a, Haabersti linnaosa, Tallinn, Harjumaa, 13520	59.4071241	24.6241254
