Code;Latitude;Longitude;Bew.-Nr.;Bur Number;Firmenname;Company Street;full address;Company Zipcode;Company City/Region;[TRANSLATE] Category;Weitere Aktivitäten;[TRANSLATE] Species;[TRANSLATE] Remarks
CH 4502;;;4502;75592610;Käserei Schmidli GmbH;Käsereistrasse2;Käserei Schmidli GmbH, Käsereistrasse2, 5642, Switzerland ;5642;5642 AG;PP;;B;
CH 90757929;;;90757929;90757929;Yvan Aeby;Weidli147;Yvan Aeby, Weidli147, 1716, Switzerland ;1716;1716 FR;PP;;B, C;
CH 5892;;;5892;43323959;Stiftung Kartause Ittingen;Kartause Ittingen;Stiftung Kartause Ittingen, Kartause Ittingen, 8532, Switzerland ;8532;8532 TG;PP;;B;
CH 30116114;;;30116114;30116114;Milchsammelstelle Rinkenbach;Rinkenbach36;Milchsammelstelle Rinkenbach, Rinkenbach36, 9050, Switzerland ;9050;9050 AI;CC;;B;
CH 2424;;;2424;70743747;Cremo S.A.;Zone Industrielle;Cremo S.A., Zone Industrielle, 1522, Switzerland ;1522;1522 VD;PP;RW(0), WM(0);B;
CH 74804824;;;74804824;74804824;Alpkorporation Walenbütz;Weisstannerstrasse;Alpkorporation Walenbütz, Weisstannerstrasse, 8887, Switzerland ;8887;8887 SG;PP;;B;
CH 355;;;355;66659386;Hans Felder AG Fleischwarenproduktion;Wintersried12;Hans Felder AG Fleischwarenproduktion, Wintersried12, 6423, Switzerland ;6423;6423 SZ;PP;CP(I), MM(V), MP(V), PP(VI);B, O, P, S;
CH 3654;;;3654;66566999;Bergkäserei Oberberg AG;Oberberg1;Bergkäserei Oberberg AG, Oberberg1, 6170, Switzerland ;6170;6170 LU;PP, CC;;B;
CH 5725;;;5725;70736032;Dionis Zinsli-Wüthrich  Sennerei Sufers;;;7434;7434 GR;PP, CC;;B, C, O;
CH 71012147;;;71012147;71012147;Tschuggenalp;;;3754;3754 BE;CC;;B;
CH 2436;;;2436;52121390;Nestlé Suisse S.A.   Division Surgeles et Glaces Tiefkühlprodukte;Blumenfeldstrasse15;Nestlé Suisse S.A.   Division Surgeles et Glaces Tiefkühlprodukte, Blumenfeldstrasse15, 9403, Switzerland ;9403;9403 SG;PP;CS(0), PP(X);B, C, O;
CH 61713099;;;61713099;61713099;Milchsammelstelle Bürglen;Bürglenstrasse;Milchsammelstelle Bürglen, Bürglenstrasse, 6078, Switzerland ;6078;6078 OW;CC;;B;
CH 3041;;;3041;75554091;Biomilk AG Biologische Milchprodukte;Sägegasse2;Biomilk AG Biologische Milchprodukte, Sägegasse2, 3110, Switzerland ;3110;3110 BE;PP;RW(0), WM(0);B, C, O;
CH 4475;;;4475;40185286;Annen Herbert AG;Hofstatt3;Annen Herbert AG, Hofstatt3, 6422, Switzerland ;6422;6422 SZ;PP;;B;
CH 5733;;;5733;64225008;Puracenter AG  Lebensmittel;Voa Principala27;Puracenter AG  Lebensmittel, Voa Principala27, 7078, Switzerland ;7078;7078 GR;PP, CC;;B, C, O;
CH 5638;;;5638;41343931;Hansulrich Hari;Bahnhofstrasse5;Hansulrich Hari, Bahnhofstrasse5, 3718, Switzerland ;3718;3718 BE;PP, CC;;B, C, O;
CH 6147;;;6147;70746444;Gros-Jable Fromagerie;Alpage;Gros-Jable Fromagerie, Alpage, 1660, Switzerland ;1660;1660 VD;PP;;B;
CH 6153;;;6153;70747610;Plan Dischiors;Alpage;Plan Dischiors, Alpage, 1659, Switzerland ;1659;1659 VD;PP;;B, O;
CH 51150552;;;51150552;51150552;Stähli Produits Fermiers SA;Rue du Temple1;Stähli Produits Fermiers SA, Rue du Temple1, 2105, Switzerland ;2105;2105 NE;PP, CC;RW(0);B;
CH 5706;;;5706;73806317;Käserei Bettswil, Schneider;Bettswilerstrasse61;Käserei Bettswil, Schneider, Bettswilerstrasse61, 8344, Switzerland ;8344;8344 ZH;PP;;B;
CH 71011489;;;71011489;71011489;Milchsammelstelle;Mättenberg81;Milchsammelstelle, Mättenberg81, 3535, Switzerland ;3535;3535 BE;CC;;B;
CH 3597;;;3597;40990724;Hansueli Jost AG;Reuti19;Hansueli Jost AG, Reuti19, 9517, Switzerland ;9517;9517 TG;PP;;B;
CH 70931133;;;70931133;70931133;Milchsammelstelle Fulenbach;Dorfstrasse23;Milchsammelstelle Fulenbach, Dorfstrasse23, 4629, Switzerland ;4629;4629 SO;CC;;B;
CH 83099654;;;83099654;83099654;Alpkäserei Urnerboden AG;Klausenstrasse23;Alpkäserei Urnerboden AG, Klausenstrasse23, 8751, Switzerland ;8751;8751 UR;PP, CC;;B;
CH 70974535;;;70974535;70974535;Milchsammelstelle Neuenschwand;Neuenschwand820;Milchsammelstelle Neuenschwand, Neuenschwand820, 3536, Switzerland ;3536;3536 BE;CC;;B;
CH 62526058;;;62526058;89484152;Eddy Gex-Fabry;Route de Champoussin56;Eddy Gex-Fabry, Route de Champoussin56, 1873, Switzerland ;1873;1873 VS;PP;;B, C;
CH 70976752;;;70976752;70976752;Milchsammelstelle;Lindenstrasse;Milchsammelstelle, Lindenstrasse, 3672, Switzerland ;3672;3672 BE;CC;;B;
CH 6067;;;6067;70215832;Fromagerie d'alpage Le Creux;;;1669;1669 FR;PP;;B;
CH 4398;;;4398;61083708;Société coopérative de fromagerie de Ropraz;;;1088;1088 VD;PP;;B;
CH 30128020;;;30128020;30128020;Milchgenossenschaft Kröschenbrunnen;Gummenstrasse3;Milchgenossenschaft Kröschenbrunnen, Gummenstrasse3, 3555, Switzerland ;3555;3555 BE;CC;;B;
CH 5740;;;5740;77990924;J. Villiger AG;Münsterhof7;J. Villiger AG, Münsterhof7, 8001, Switzerland ;8001;8001 ZH;PP;;B;
CH 3322;;;3322;66552577;Le Sapalet Sàrl;La Combe;Le Sapalet Sàrl, La Combe, 1658, Switzerland ;1658;1658 VD;PP;;B, O;
CH 80937209;;;80937209;80937209;Le Grand Pré SA;Zone Industrielle du Grand Pré4;Le Grand Pré SA, Zone Industrielle du Grand Pré4, 1510, Switzerland ;1510;1510 VD;PP;;B;
CH 2143;;;2143;40058877;Coopérative des producteurs de fromages d'alpage ''L'Etivaz'' Caves à Fromages;;;1660;1660 VD;PP, CC;;;
CH 5090;;;5090;75624267;U. & M. Gemperle-Gämperli Käserei;Kohlbrunnen;U. & M. Gemperle-Gämperli Käserei, Kohlbrunnen, 9246, Switzerland ;9246;9246 SG;PP;;B;
CH 6174;;;6174;70747799;Praz Rodez;Alpage;Praz Rodez, Alpage, 1348, Switzerland ;1348;1348 VD;PP;;B;
CH 2118;;;2118;46465599;Chäs Wägli Inhaber Kurt Wägli Jun.;Engstringerstrasse20;Chäs Wägli Inhaber Kurt Wägli Jun., Engstringerstrasse20, 8952, Switzerland ;8952;8952 ZH;PP;;B;
CH 71993969;;;71993969;71993969;Boggia Alpina Caseificio Alpe Croce;Alpe Croce;Boggia Alpina Caseificio Alpe Croce, Alpe Croce, 6716, Switzerland ;6716;6716 TI;PP;;B;
CH 3296;;;3296;41997129;Walter Haussener;Hauptstrasse61;Walter Haussener, Hauptstrasse61, 3285, Switzerland ;3285;3285 FR;PP;;B;
CH 6064;;;6064;70769216;Fromagerie d'alpage Jeu de Quilles;Gros Mont;Fromagerie d'alpage Jeu de Quilles, Gros Mont, 1637, Switzerland ;1637;1637 FR;PP;;B;
CH 5122;;;5122;66125286;A. + M. Kurmann AG;Tannen;A. + M. Kurmann AG, Tannen, 9534, Switzerland ;9534;9534 SG;PP;;B;
CH 5447;;;5447;75916451;Otto Wartmann, Käserei und Landwirtschaft;Holzhof;Otto Wartmann, Käserei und Landwirtschaft, Holzhof, 8514, Switzerland ;8514;8514 TG;PP;;B;
CH 72326127;;;72326127;72326127;Hubert Granger;Alpage de La Jeur-Loz;Hubert Granger, Alpage de La Jeur-Loz, 1896, Switzerland ;1896;1896 VS;PP;;B;
CH 85860925;;;85860925;85860925;Dévaud Dominique;Route de Palézieux124;Dévaud Dominique, Route de Palézieux124, 1618, Switzerland ;1618;1618 FR;PP;;B;
CH 71067544;;;71067544;71067544;Alois Arnold-Zgraggen;Alp Spilau;Alois Arnold-Zgraggen, Alp Spilau, 6452, Switzerland ;6452;6452 UR;PP;;B, C, O;
CH 4397;;;4397;70002687;Fromagerie du Haut-Jorat SA;Place du Village1;Fromagerie du Haut-Jorat SA, Place du Village1, 1059, Switzerland ;1059;1059 VD;PP, CC;;B;
CH 6201;;;6201;66608575;Alpkäserei Fluonalp;;;6074;6074 OW;PP;;B;
CH 61189120;;;61189120;75355436;Société coopérative de laiterie de Villarvolard;Au Village11;Société coopérative de laiterie de Villarvolard, Au Village11, 1651, Switzerland ;1651;1651 FR;CC;;B;
CH 3342;;;3342;62508368;Ewald Schafer;Route de l'Ecole3;Ewald Schafer, Route de l'Ecole3, 1785, Switzerland ;1785;1785 FR;PP;;B;
CH 8571;;;8571;70802622;Stefan Moser Linde;Val Piora8;Stefan Moser Linde, Val Piora8, 3624, Switzerland ;3624;3624 BE;PP;;B, C, O;
CH 4122;;;4122;76736329;Fromagerie de Sâles Benoît Déforel;Route de la Joretta6;Fromagerie de Sâles Benoît Déforel, Route de la Joretta6, 1625, Switzerland ;1625;1625 FR;PP;;B;
CH 72505624;;;72505624;72505624;ALPENSWISS AG;Gewerbestrasse4;ALPENSWISS AG, Gewerbestrasse4, 9562, Switzerland ;9562;9562 TG;PP;RW(0);B;
CH 70975240;;;70975240;70975240;Milchsammelstelle Gmünden;Gmünden;Milchsammelstelle Gmünden, Gmünden, 3553, Switzerland ;3553;3553 BE;CC;;B;
CH 92555448;;;92555448;92555448;Tannzapfenland Käse AG;Gruebstrasse1;Tannzapfenland Käse AG, Gruebstrasse1, 8374, Switzerland ;8374;8374 TG;PP;;B;
CH 66102074;;;66102074;66102074;Sennereigenossenschaft Reckingen;;;3998;3998 VS;PP;;B;
CH 3258;;;3258;70727897;Chäsilade Wyssachen;Dürrenbühl62;Chäsilade Wyssachen, Dürrenbühl62, 4954, Switzerland ;4954;4954 BE;PP;;B, C, O;
CH 5114;;;5114;41715776;Reinhard Züger-Blöchlinger;Chammstrasse2;Reinhard Züger-Blöchlinger, Chammstrasse2, 8638, Switzerland ;8638;8638 SG;PP;;B;
CH 3663;;;3663;75864903;Käserei Hodel und Odermatt GmbH;Alte Kantonsstrasse2;Käserei Hodel und Odermatt GmbH, Alte Kantonsstrasse2, 6274, Switzerland ;6274;6274 LU;PP;;B;
CH 8037;;;8037;43189803;Geissbühler Hans & Ulrich;Heimenhausenstrasse1;Geissbühler Hans & Ulrich, Heimenhausenstrasse1, 3376, Switzerland ;3376;3376 BE;PP;;B, C, O;
CH 5652;;;5652;67988118;Piller Anton;Dorfstrasse33;Piller Anton, Dorfstrasse33, 1737, Switzerland ;1737;1737 FR;PP;;B, C;
CH 4703;;;4703;40241438;Windlin St. Niklausen AG;Schildstrasse2;Windlin St. Niklausen AG, Schildstrasse2, 6066, Switzerland ;6066;6066 OW;PP;;B;
CH 63452869;;;63452869;63452869;Milchsammelstelle Gibel;Effenhalten9;Milchsammelstelle Gibel, Effenhalten9, 6072, Switzerland ;6072;6072 OW;CC;;B;
CH 5119;;;5119;75628785;Ernst Näf, Käserei Schönenbüel;Schönenbüel;Ernst Näf, Käserei Schönenbüel, Schönenbüel, 9127, Switzerland ;9127;9127 SG;PP;;B;
CH 3753;;;3753;78250398;Alois Michel Käserei;Gyrstock;Alois Michel Käserei, Gyrstock, 6154, Switzerland ;6154;6154 LU;PP;;B;
CH 70969095;;;70969095;70969095;Milchsammelstelle;Egg;Milchsammelstelle, Egg, 3553, Switzerland ;3553;3553 BE;CC;;B;
CH 2442;;;2442;51990600;LATI SA;Via Gorelle7;LATI SA, Via Gorelle7, 6592, Switzerland ;6592;6592 TI;PP;RW(0), WM(0);B, C;
CH 5057;;;5057;41716151;Kurmann Peter;Bergli117;Kurmann Peter, Bergli117, 8738, Switzerland ;8738;8738 SG;PP;;B;
CH 5417;;;5417;66517420;Imlig Käserei Oberriet AG;Staatsstrasse163;Imlig Käserei Oberriet AG, Staatsstrasse163, 9463, Switzerland ;9463;9463 SG;PP;RW(0);B;
CH 51694781;;;51694781;51694781;Héritier Fromages SA;Route de Riddes99;Héritier Fromages SA, Route de Riddes99, 1950, Switzerland ;1950;1950 VS;PP;CS(0), RW(0), WM(0);B;
CH 6299;;;6299;70216286;Alp Kienberg Thomas Wüst;Staatsstrasse25;Alp Kienberg Thomas Wüst, Staatsstrasse25, 9463, Switzerland ;9463;9463 SG;PP;;B;
CH 4572;;;4572;75800077;chäshuus gmbh;Knonauerstrasse1;chäshuus gmbh, Knonauerstrasse1, 6312, Switzerland ;6312;6312 ZG;PP;;B;
CH 4092;;;4092;42003273;Fromagerie de Prez-vers-Siviriez Gérard Kolly;Chemin du Grand-Clos1;Fromagerie de Prez-vers-Siviriez Gérard Kolly, Chemin du Grand-Clos1, 1677, Switzerland ;1677;1677 FR;PP;;B;
CH 70974231;;;70974231;70974231;Milchsammelstelle Pfaffenmoos;Brunnenboden67;Milchsammelstelle Pfaffenmoos, Brunnenboden67, 3537, Switzerland ;3537;3537 BE;CC;;B;
CH 4402;;;4402;70216375;Laiterie-Fromagerie David Wohlhauser;Route des Bays10;Laiterie-Fromagerie David Wohlhauser, Route des Bays10, 1562, Switzerland ;1562;1562 VD;PP;;B;
CH 6140;;;6140;70743946;La Moësettaz;Pâturage la Moësettaz;La Moësettaz, Pâturage la Moësettaz, 1348, Switzerland ;1348;1348 VD;PP;;B;
CH 70998520;;;70998520;70998520;Laiterie;Bavalta;Laiterie, Bavalta, 2736, Switzerland ;2736;2736 BE;CC;;B;
CH 74556532;;;74556532;54479306;Mooser-Chäsi GmbH;Käsereistrasse1;Mooser-Chäsi GmbH, Käsereistrasse1, 8575, Switzerland ;8575;8575 TG;PP;;B;
CH 65462283;;;65462283;65462283;Sennereigenossenschaft Visperterminen;Dorfstrasse;Sennereigenossenschaft Visperterminen, Dorfstrasse, 3932, Switzerland ;3932;3932 VS;PP;;B;
CH 70970352;;;70970352;70970352;Milchsammelstelle;;;3785;3785 BE;CC;;B;
CH 3009;;;3009;70215612;Molkerei Saanen Beat Locher;Dorfstrasse88;Molkerei Saanen Beat Locher, Dorfstrasse88, 3792, Switzerland ;3792;3792 BE;PP;RW(0), WM(0);B, C, O;
CH 30127734;;;30127734;30127734;Milchsammelstelle;Kanderstegstrasse;Milchsammelstelle, Kanderstegstrasse, 3716, Switzerland ;3716;3716 BE;CC;;B;
CH 71011630;;;71011630;71011630;Milchsammelstelle;Dorfstrasse42;Milchsammelstelle, Dorfstrasse42, 3423, Switzerland ;3423;3423 BE;CC;;B;
CH 63960735;;;63960735;63960735;Milchsammelstelle;Milchzentrale;Milchsammelstelle, Milchzentrale, 6467, Switzerland ;6467;6467 UR;CC;;B;
CH 3235;;;3235;70724812;Mäder Hans;Käsereistrasse4;Mäder Hans, Käsereistrasse4, 3152, Switzerland ;3152;3152 BE;PP;;B, C, O;
CH CH71028922;;;CH71028922;71028922;Laiterie / centre de collecte;;;2825;2825 JU;CC;;B;
CH 4136;;;4136;70215785;Ateliers laitiers de l'Institut agricole de l'Etat de Fribourg;Route de Grangeneuve31;Ateliers laitiers de l'Institut agricole de l'Etat de Fribourg, Route de Grangeneuve31, 1725, Switzerland ;1725;1725 FR;PP;;B, C;
CH 70846965;;;70846965;70846965;Dieter Aeschlimann-Weber;Scheibenstrasse29;Dieter Aeschlimann-Weber, Scheibenstrasse29, 4803, Switzerland ;4803;4803 AG;CC;;B;
CH 70735840;;;70735840;70735840;Alpkäserei Alp Rona;Ronen;Alpkäserei Alp Rona, Ronen, 7232, Switzerland ;7232;7232 GR;PP;;B, C, O;
CH 65274876;;;65274876;65274876;Milchsammelstelle Horn;Horn747;Milchsammelstelle Horn, Horn747, 3462, Switzerland ;3462;3462 BE;CC;;B;
CH 50688210;;;50688210;50688210;Milchsammelstelle Triebern;Hagtobel Triebern;Milchsammelstelle Triebern, Hagtobel Triebern, 9057, Switzerland ;9057;9057 AI;CC;;B;
CH 70930758;;;70930758;70930758;Milchsammelstelle Holderbank;Tiefmattstrasse28;Milchsammelstelle Holderbank, Tiefmattstrasse28, 4718, Switzerland ;4718;4718 SO;CC;;B;
CH 71017894;;;71017894;71017894;Milchsammelstelle;Zwingenstrasse7;Milchsammelstelle, Zwingenstrasse7, 4225, Switzerland ;4225;4225 BL;CC;;B;
CH 92035618;;;92035618;92035618;Alpage Rodomont-Devant;;;1659;1659 VD;PP;;B;
CH 6179;;;6179;70216532;Ratevel;Alpage;Ratevel, Alpage, 1658, Switzerland ;1658;1658 VD;PP;;B;
CH 53177431;;;53177431;53177431;Milchsammelstelle;Dornacker;Milchsammelstelle, Dornacker, 3088, Switzerland ;3088;3088 BE;CC;;B;
CH 3039;;;3039;66537212;Appenzeller Milch AG;Mettlenstrasse4;Appenzeller Milch AG, Mettlenstrasse4, 9050, Switzerland ;9050;9050 AI;PP;;B;
CH 5228;;;5228;76836986;Käserei Studer AG;Romanshornerstrasse253;Käserei Studer AG, Romanshornerstrasse253, 8580, Switzerland ;8580;8580 TG;PP;;B;
CH 5684;;;5684;78192275;Käserei Niederhaus Bruno Pfister;Eggstrasse113;Käserei Niederhaus Bruno Pfister, Eggstrasse113, 8498, Switzerland ;8498;8498 ZH;PP;;B;
CH 3156;;;3156;78248399;Urs Glauser;Schwendlenstrasse2;Urs Glauser, Schwendlenstrasse2, 3504, Switzerland ;3504;3504 BE;PP;;B, C, O;
CH 71013926;;;71013926;71013926;Milchsammelstelle Ueberstorf;Schlossstrasse25;Milchsammelstelle Ueberstorf, Schlossstrasse25, 3182, Switzerland ;3182;3182 FR;CC;;B;
CH 88119113;;;88119113;88119113;Agroval SA, Cantina Valle Canaria;;;6780;6780 TI;PP;;B;
CH 68911373;;;68911373;68911373;Milchsammelstelle;Melli1;Milchsammelstelle, Melli1, 3624, Switzerland ;3624;3624 BE;CC;;B;
CH 70973856;;;70973856;70973856;Milchsammelstelle;Kreuzgasse12;Milchsammelstelle, Kreuzgasse12, 3715, Switzerland ;3715;3715 BE;CC;;B;
CH 6116;;;6116;70852623;Alpage de Verschamps;Alpage;Alpage de Verschamps, Alpage, 1660, Switzerland ;1660;1660 VD;PP;;B;
CH 2048;;;2048;67017331;F. Macheret SA Fromages en Gros;Route de Condoz8;F. Macheret SA Fromages en Gros, Route de Condoz8, 1752, Switzerland ;1752;1752 FR;PP;;B;
CH 41497431;;;41497431;41497431;Ulrich Zaugg, Milchsammelstelle Benzenberg;Benzenberg1173;Ulrich Zaugg, Milchsammelstelle Benzenberg, Benzenberg1173, 3439, Switzerland ;3439;3439 BE;CC;;B;
CH 5728;;;5728;93764202;Silat AG;Industrie Haslen9;Silat AG, Industrie Haslen9, 9245, Switzerland ;9245;9245 SG;PP;RW(0);B;
CH 67218303;;;67218303;67218303;Appenzeller Ziegenprodukte AG;Jakobsbadstrasse14;Appenzeller Ziegenprodukte AG, Jakobsbadstrasse14, 9108, Switzerland ;9108;9108 AI;PP;;C;
CH 71009296;;;71009296;71009296;Milchsammelstelle;Gaicht7;Milchsammelstelle, Gaicht7, 2513, Switzerland ;2513;2513 BE;CC;;B;
CH 2443;;;2443;65227132;Milco S.A.;Route de Bulle41;Milco S.A., Route de Bulle41, 1696, Switzerland ;1696;1696 FR;PP;RW(0);B;
CH 3078;;;3078;70724409;Milchsammelstelle Rütschenlen;Flösch42;Milchsammelstelle Rütschenlen, Flösch42, 4933, Switzerland ;4933;4933 BE;CC;;B, C;
CH 40225677;;;40225677;40225677;Milchsammelstelle Schwand;;;6372;6372 NW;CC;;B;
CH 67692175;;;67692175;67692175;LAITERIE DU PETIT DIABLE;Rue de la Gare7;LAITERIE DU PETIT DIABLE, Rue de la Gare7, 1865, Switzerland ;1865;1865 VD;CC;;B;
CH 3386;;;3386;76671808;Markus Liechti Käserei;Waldestrasse3;Markus Liechti Käserei, Waldestrasse3, 8726, Switzerland ;8726;8726 SG;PP;;B;
CH 2005;;;2005;41537204;Burger Käse AG in Liquidation;Windleten;Burger Käse AG in Liquidation, Windleten, 6372, Switzerland ;6372;6372 NW;PP;RW(0), WM(0);B;
CH 5105;;;5105;76477386;Käserei Niederdorf;Flawilerstrasse90;Käserei Niederdorf, Flawilerstrasse90, 9200, Switzerland ;9200;9200 SG;PP;;B;
CH 70555250;;;70555250;70555250;Milchsammelstelle Spreitenbach;Furtstrasse37;Milchsammelstelle Spreitenbach, Furtstrasse37, 9125, Switzerland ;9125;9125 SG;CC;;B;
CH 3403;;;3403;74813394;Simon Lehmann, Käserei Wildberg;Rikonerstrasse2;Simon Lehmann, Käserei Wildberg, Rikonerstrasse2, 8489, Switzerland ;8489;8489 ZH;PP;;B;
CH 5096;;;5096;41587100;Müselbach Käse AG;Mettlen1573;Müselbach Käse AG, Mettlen1573, 9602, Switzerland ;9602;9602 SG;PP;;B;
CH 70962629;;;70962629;70962629;Milchsammelstelle;Schmidsegg35;Milchsammelstelle, Schmidsegg35, 3623, Switzerland ;3623;3623 BE;CC;;B;
CH 3006;;;3006;75515951;Käserei Molkerei Duss GmbH in Liquidation;Jurastrasse8;Käserei Molkerei Duss GmbH in Liquidation, Jurastrasse8, 5610, Switzerland ;5610;5610 AG;PP;;B;
CH 70970017;;;70970017;70970017;Milchsammelstelle;Riebelberghöhe444;Milchsammelstelle, Riebelberghöhe444, 3436, Switzerland ;3436;3436 BE;CC;;B;
CH 4119;;;4119;63434409;Laiterie-fromagerie Emile Brodard;Route de Fribourg13;Laiterie-fromagerie Emile Brodard, Route de Fribourg13, 1634, Switzerland ;1634;1634 FR;PP;;B, C;
CH 3588;;;3588;46673594;Käserei Lanterswil;Tooserstrasse15;Käserei Lanterswil, Tooserstrasse15, 9503, Switzerland ;9503;9503 TG;PP;;B;
CH 91693397;;;91693397;91693397;Marro Beat;Galteren21;Marro Beat, Galteren21, 1712, Switzerland ;1712;1712 FR;PP;;B;
CH 2000;;;2000;74258365;Winkler Käse und Molkereiprodukte AG ;Grünbergweg33;Winkler Käse und Molkereiprodukte AG , Grünbergweg33, 7000, Switzerland ;7000;7000 GR;PP;CS(0), RW(0), WM(0);B, C, O;
CH 6165;;;6165;70216506;Les Esserts du Lieu;Alpage;Les Esserts du Lieu, Alpage, 1345, Switzerland ;1345;1345 VD;PP;;B;
CH 3764;;;3764;70801503;Paul Vogel;Zimmereiweg7;Paul Vogel, Zimmereiweg7, 4665, Switzerland ;4665;4665 AG;PP;;B;
CH 3031;;;3031;70846792;Käsereigenossenschaft Bottenwil;Hauptstrasse65;Käsereigenossenschaft Bottenwil, Hauptstrasse65, 4814, Switzerland ;4814;4814 AG;CC;;B;
CH 5095;;;5095;41626608;Streule Andreas;Mattholz;Streule Andreas, Mattholz, 9240, Switzerland ;9240;9240 SG;PP;;B;
CH 3234;;;3234;75505251;Käserei Hostettler Riffenmatt;Kappelen26;Käserei Hostettler Riffenmatt, Kappelen26, 3156, Switzerland ;3156;3156 BE;PP;;B, C, O;
CH 6087;;;6087;70751308;Belles-Combes;Alpage;Belles-Combes, Alpage, 1659, Switzerland ;1659;1659 VD;PP;;B;
CH 71036169;;;71036169;71036169;Centre collecteur de lait Les Petits-Ponts;;;2318;2318 NE;CC;;B;
CH 4441;;;4441;92515382;Fromagerie de la Chaux;Route de Cuarnens2;Fromagerie de la Chaux, Route de Cuarnens2, 1308, Switzerland ;1308;1308 VD;PP;;B;
CH 214;;;214;67452754;Givaudan Schweiz AG;Winterthurerstrasse;Givaudan Schweiz AG, Winterthurerstrasse, 8310, Switzerland ;8310;8310 ZH;PP;PP(VI), PP(VIII), PP(X), PP(XII);B, C, O;
CH 3691;;;3691;67306331;Emmi Schweiz AG, Käserei Schlierbach;Etzelwil;Emmi Schweiz AG, Käserei Schlierbach, Etzelwil, 6231, Switzerland ;6231;6231 LU;PP;;B;
CH 6107;;;6107;71536008;Alp Cholschlag;Wangserstrasse57;Alp Cholschlag, Wangserstrasse57, 8887, Switzerland ;8887;8887 SG;PP;;B;
CH 6203;;;6203;70607558;Genossame Schwyz Alp Unterer Altberg;;;6430;6430 SZ;PP, CC;;B;
CH 6298;;;6298;70216270;Alp Chrüzegg Robert Manser;Steintal;Alp Chrüzegg Robert Manser, Steintal, 9607, Switzerland ;9607;9607 SG;PP;;B;
CH 70760669;;;70760669;70760669;Urnäscher Milchspezialitäten AG;Herisauerstrasse32;Urnäscher Milchspezialitäten AG, Herisauerstrasse32, 9107, Switzerland ;9107;9107 AR;PP;;B;
CH 70998625;;;70998625;70998625;Milchsammelstelle;Aeschbachstrasse;Milchsammelstelle, Aeschbachstrasse, 3419, Switzerland ;3419;3419 BE;CC;;B;
CH 40047985;;;40047985;78036561;Société coopérative de laiterie de Puidoux-Village;Au Village;Société coopérative de laiterie de Puidoux-Village, Au Village, 1070, Switzerland ;1070;1070 VD;CC;;B;
CH 5368;;;5368;54625918;Käsereigenossenschaft Maseltrangen;Portholz;Käsereigenossenschaft Maseltrangen, Portholz, 8723, Switzerland ;8723;8723 SG;PP;;B;
CH 4698;;;4698;50036376;Arnold Bucher;Dorfstrasse6;Arnold Bucher, Dorfstrasse6, 6064, Switzerland ;6064;6064 OW;PP;;B;
CH 2465;;;2465;52114236;Silivri SA;Rue Emma-Kammacher2;Silivri SA, Rue Emma-Kammacher2, 1217, Switzerland ;1217;1217 GE;PP;;B;
CH 30159673;;;30159673;30159673;Milchsammelstelle Bächli;Urnäscherstrasse1;Milchsammelstelle Bächli, Urnäscherstrasse1, 9633, Switzerland ;9633;9633 SG;CC;;B;
CH 61189691;;;61189691;61189691;Société de laiterie de Constantine Sàrl;Route du Village;Société de laiterie de Constantine Sàrl, Route du Village, 1587, Switzerland ;1587;1587 VD;CC;;B;
CH 51821458;;;51821458;51821458;Soc. Coop. Migros-Genève Traiteurs Party;Rue Alexandre-Gavard35;Soc. Coop. Migros-Genève Traiteurs Party, Rue Alexandre-Gavard35, 1227, Switzerland ;1227;1227 GE;PP;PP(VI), PP(VIII), PP(X);B;
CH 80756846;;;80756846;80756846;Alpage Les Plans Bochets;Les Plans Bochets;Alpage Les Plans Bochets, Les Plans Bochets, 1658, Switzerland ;1658;1658 VD;PP;;B;
CH 4574;;;4574;52784609;Karl Schwyter, Käserei Matten;Matten12;Karl Schwyter, Käserei Matten, Matten12, 6331, Switzerland ;6331;6331 ZG;PP;;B;
CH 5633;;;5633;41452205;Adrian Mayer;Käsereiweg2;Adrian Mayer, Käsereiweg2, 3665, Switzerland ;3665;3665 BE;PP;;B, C, O;
CH 74021004;;;74021004;74021004;Hügli Nährmittel AG;Industriestrasse15;Hügli Nährmittel AG, Industriestrasse15, 9015, Switzerland ;9015;9015 SG;PP;CS(0), RW(0), PP(VI), PP(VIII), PP(IX);A;
CH 038;;;038;71445115;Nestlé Suisse S.A. Fabrik Rorschach / Zentrallager;Blumenfeldstrasse15;Nestlé Suisse S.A. Fabrik Rorschach / Zentrallager, Blumenfeldstrasse15, 9403, Switzerland ;9403;9403 SG;PP;CS(0), RW(0), CP(I), CP(II), CP(III), MM(V), MP(V), PP(IX), PP(XII);A, R;
CH 42656792;;;42656792;42656792;Barmettler-Gröbli Andreas;Mittler-Aegerten1;Barmettler-Gröbli Andreas, Mittler-Aegerten1, 6372, Switzerland ;6372;6372 NW;PP, EPC, LEP;;A;
