Vet. approval No.	Name of establishment	Region	Adress	Type of activity	Foreign/ domestic trade	adr2	lat	lng
84-08	"UAB ""Mėsos guru"""	Šakių raj.	Valių g.25B, Giegručių k., Šakių sav.	Meat, CP;MM,MP	 EU	Valių g.25B, Giegručių k., Šakių sav. , Šakių raj. , Lithuania	54,9538293	23,0211957
85-001 P	"KB ""Lietuviškas pienelis"""	Šalčininkų raj.	A.Mickevičiaus g. 10, Eišiškės	Milk establishments, CC;PP (ferm. pienas)	 EU	A.Mickevičiaus g. 10, Eišiškės , Šalčininkų raj. , Lithuania	54,1795568	24,9999804
85-002 V	"UAB ""Norfos mažmena"""	Šalčininkų raj.	Vilniaus g. 2B, Šalčininkai	Butchers, CP;MM;MP	domestic trade	Vilniaus g. 2B, Šalčininkai , Šalčininkų raj. , Lithuania	54,3184784	25,3829265
85-003P	"KB""Lietuviškas pienelis"", Gerviškių p.s.p."	Šalčininkų raj.	Šalčininkų r.Eišiškė,Mickevičiaus g. 13	Milk collection point,	 EU	Šalčininkų r.Eišiškė,Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,3106316	25,3810075
85-007P	"KB""Lietuviškas pienelis"", Tabariškių p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-01	Vladislav Bajarun įmonė	Šalčininkų raj.	Buikų k., Jašiūnų sen.	Cold stores, CS, WH	 EU	Buikų k., Jašiūnų sen. , Šalčininkų raj. , Lithuania	54,4463927	25,3175724
85-010P	"KB""Lietuviškas pienelis"", Purvėnų p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-012P	"KB""Lietuviškas pienelis"", Kibolų p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-013P	"KB""Lietuviškas pienelis"", Jurzdikos p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-014P	"KB""Lietuviškas pienelis"", Mateikonių p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-016P	"KB""Lietuviškas pienelis"", Daugidonių p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-017P	"KB""Lietuviškas pienelis"", Pajuodupio p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-018P	"KB""Lietuviškas pienelis"", Akmenynės p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-019P	"KB""Lietuviškas pienelis"", Kalesninkų p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-02	"UAB ""Straikas"""	Šalčininkų raj.	Lauko 6, Didžiųjų Baušių k Šalčininkų se	Meat, PP,mp;PP;PP	 EU	Lauko 6, Didžiųjų Baušių k Šalčininkų se , Šalčininkų raj. , Lithuania	54,3235126	25,4309172
85-020P	"KB""Lietuviškas pienelis"", Pabarės p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-022P	"KB""Lietuviškas pienelis"", Dailydžių p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-03	"UAB ""Scandinavian seafood factory"""	Šalčininkų raj.	Vilniaus g. 3, Šalčininkai	Fishery establishments, PP,;CS,WM,RW	 EU	Vilniaus g. 3, Šalčininkai , Šalčininkų raj. , Lithuania	54,3208514	25,3804514
85-04	Ūkininkas Česlav Moroz	Šalčininkų raj.	Dūdaičių k., Šalčininkų sen.	Meat, SH, P	 EU	Dūdaičių k., Šalčininkų sen. , Šalčininkų raj. , Lithuania	54,3868207	25,4035374
85-040P	"KB""Lietuviškas pienelis"",Antiuškių p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-05	"UAB ""Kaniu"""	Šalčininkų raj.	lauko g.6, Didžiųjų Baušių k.,	Meat, PP,mp (can)	 EU	lauko g.6, Didžiųjų Baušių k., , Šalčininkų raj. , Lithuania	54,3067571	25,3994391
85-051P	"KB""Lietuviškas pienelis"", Butrimonių p.s.p."	Šalčininkų raj.	Eišiškės , Mickevičiaus g. 13	Milk collection point,	 EU	Eišiškės , Mickevičiaus g. 13 , Šalčininkų raj. , Lithuania	54,1792451	24,9999494
85-06	"UAB ""Tisara"""	Šalčininkų raj.	Naujoji g.6, Šalčininkėlių k.	Meat, CP;PP,mp;CS	 EU	Naujoji g.6, Šalčininkėlių k. , Šalčininkų raj. , Lithuania	54,3036856	25,3865509
85-070 Ž	"I.Voroneckajos įmonė ""Irenos pasaulis"""	Šalčininkų raj.	Mokyklos g. 24(b) , Šalčininkai	The producer of small quantities,	domestic trade	Mokyklos g. 24(b) , Šalčininkai , Šalčininkų raj. , Lithuania	54,3089088	25,3786216
85-071P	"KB""Lietuviškas pienelis"" , Dainavos p.s.p."	Šalčininkų raj.	Dainavos k., Dainavos sen., Šalčininkų r	Milk collection point,	 EU	Dainavos k., Dainavos sen., Šalčininkų r , Šalčininkų raj. , Lithuania	54,2501419	24,9789707
85-072 P	"KB""Lietuviškas pienelis"" , Jančiūnų p.s.p."	Šalčininkų raj.	Jančiūnų k., Butrimonių sen., Šalčininkų	Milk collection point,	 EU	Jančiūnų k., Butrimonių sen., Šalčininkų , Šalčininkų raj. , Lithuania	54,309767	25,387564
85-073 P	"KB""Lietuviškas pienelis"" , Akmrninės-1 p.s.p."	Šalčininkų raj.	Akmenynės k., Akmenynės sen., Šalčininkų	Milk collection point,	 EU	Akmenynės k., Akmenynės sen., Šalčininkų , Šalčininkų raj. , Lithuania	54,3750201	25,4983822
85-17	"UAB ""Tradita"""	Šalčininkų raj.	Mantviliškių km.	Meat, CP;MM,MP;PP;mp	 EU	Mantviliškių km. , Šalčininkų raj. , Lithuania	54,361219	25,332229
85-18	"UAB ""Olkusjana"""	Šalčininkų raj.	Lydos pl. 32, Jašiūnai	Meat, SH;B;P;GHE;wM;CP;MM;MP;PP;mp;CS	 EU	Lydos pl. 32, Jašiūnai , Šalčininkų raj. , Lithuania	54,4354834	25,3261028
86-001 V	"UAB ""Selmina"""	Švenčionių raj.	Kiesūnų g. 2, Pabradė	Butchers, CP	domestic trade	Kiesūnų g. 2, Pabradė , Švenčionių raj. , Lithuania	54,9842809	25,7734823
86-002	"UAB ""Norfos mažmena"""	Švenčionių raj.	Žemutinės g.26, Švenčionėliai	Butchers,	domestic trade	Žemutinės g.26, Švenčionėliai , Švenčionių raj. , Lithuania	55,1692281	26,0036399
86-003 V	"UAB ""Norfos mažmena"""	Švenčionių raj.	Vydžių g. 8, Švenčionys	Butchers, CP;MM;MP	domestic trade	Vydžių g. 8, Švenčionys , Švenčionių raj. , Lithuania	55,1345728	26,1596885
86-004 V	"UAB ""Lakaja"""	Švenčionių raj.	Vilniaus g. 8-2, Švenčionys	Butchers, CP;MP;MM	domestic trade	Vilniaus g. 8-2, Švenčionys , Švenčionių raj. , Lithuania	55,1335818	26,1583506
86-004P	Rudžionių pieno supirkimo punktas	Švenčionių raj.	Rudžionių k., Švenčionėlių sen.	Milk collection point,	 EU	Rudžionių k., Švenčionėlių sen. , Švenčionių raj. , Lithuania	55,1606641	26,0003559
86-005 V	"UAB ""Norfos mažmena"""	Švenčionių raj.	Molėtų g. 4a, Pabradė	Butchers, CP;MM;MP	domestic trade	Molėtų g. 4a, Pabradė , Švenčionių raj. , Lithuania	54,9796753	25,7557007
86-006Ž	Zulfija Šimkuvienė	Švenčionių raj.	Pabradės m., Vilniaus g.101	-,	domestic trade	Pabradės m., Vilniaus g.101 , Švenčionių raj. , Lithuania	54,9789496	25,7541261
86-007 V	"UAB ""Palink"""	Švenčionių raj.	Arnionių g. 5, Pabradė	Butchers, CP;MP;MM	domestic trade	Arnionių g. 5, Pabradė , Švenčionių raj. , Lithuania	54,9833381	25,7685295
86-008 V	"UAB ""Tritaškis"""	Švenčionių raj.	Adutiškio g. 30, Švenčionys	Butchers, CP;MP;MM	domestic trade	Adutiškio g. 30, Švenčionys , Švenčionių raj. , Lithuania	55,1354906	26,1682059
86-009M	Ūkininkas Tomas Rokickis	Švenčionių raj.	Ožkinių k., Kaltanėnų sen.	The producer of small quantities, sp;mg	domestic trade	Ožkinių k., Kaltanėnų sen. , Švenčionių raj. , Lithuania	55,263867	26,0097328
86-01	"UAB ""Jolada"""	Švenčionių raj.	Strūnaičio g. 43	Cold stores, CS;RW	 EU	Strūnaičio g. 43 , Švenčionių raj. , Lithuania	55,125371	26,156642
86-010M	"UAB ""Evdaras"""	Švenčionių raj.	Augustavo vs., Miško g.6	The producer of small quantities,	domestic trade	Augustavo vs., Miško g.6 , Švenčionių raj. , Lithuania	55,1346761	26,1690515
86-010P	Prienų pieno supirkimo punktas	Švenčionių raj.	Prienų k., Magūnų sen.	Milk collection point,	 EU	Prienų k., Magūnų sen. , Švenčionių raj. , Lithuania	54,870354	25,7921399
86-014P	Adutiškio pieno supirkimo punktas	Švenčionių raj.	Adutiškio mstl., Adutiškio sen.	Milk collection point,	 EU	Adutiškio mstl., Adutiškio sen. , Švenčionių raj. , Lithuania	55,15942	26,5846769
86-02	"UAB ""Švenčionių vaistažolės"""	Švenčionių raj.	Adutiškio g. 3/4, Švenčionys	Other establishments, HO	 EU	Adutiškio g. 3/4, Švenčionys , Švenčionių raj. , Lithuania	55,1341687	26,1601733
86-021P	Stanislavavo pieno supirkimo punktas	Švenčionių raj.	Stanislavavo k., Švenčionių sen.	Milk collection point,	 EU	Stanislavavo k., Švenčionių sen. , Švenčionių raj. , Lithuania	55,188557	26,2710279
86-09	"UAB ""Jolada"""	Švenčionių raj.	Cirkliškio k.	Fishery establishments, PP	 EU	Cirkliškio k. , Švenčionių raj. , Lithuania	55,120651	26,135182
86-101P	Veronikos Šimonienės ūkis	Švenčionių raj.	Kačeniškės k.,Švenčionių sen.	The producer of small quantities,	domestic trade	Kačeniškės k.,Švenčionių sen. , Švenčionių raj. , Lithuania	55,2243509	26,2421209
86-102P	Algimanto Martinkėno ūkis	Švenčionių raj.	Pamurmės vs.,Švenčionėlių sen.	The producer of small quantities,	domestic trade	Pamurmės vs.,Švenčionėlių sen. , Švenčionių raj. , Lithuania	55,1606641	26,0003559
86-103P	Tadeuš Brancevič ūkis	Švenčionių raj.	Felicijanovo vs.,Pabradės sen.	The producer of small quantities,	domestic trade	Felicijanovo vs.,Pabradės sen. , Švenčionių raj. , Lithuania	55,0297946	25,8083792
86-104P	Stanislavos Patėjūnienės ūkis	Švenčionių raj.	Kločiūnų k.,Pabradės sen.	The producer of small quantities,	domestic trade	Kločiūnų k.,Pabradės sen. , Švenčionių raj. , Lithuania	54,9288834	25,7900823
86-107P	Arvydo Radžiulio ūkis	Švenčionių raj.	Kaltanėnų k., Kaltanėnų sen.	The producer of small quantities,	domestic trade	Kaltanėnų k., Kaltanėnų sen. , Švenčionių raj. , Lithuania	55,2537897	25,996694
86-108P	Aleksandro Jarmakovičiiaus pieno ūkis	Švenčionių raj.	Magūnų sen., Magūnų k.	The producer of small quantities,	domestic trade	Magūnų sen., Magūnų k. , Švenčionių raj. , Lithuania	54,888935	25,759206
86-109P	Manto Baršio pieno ūkis	Švenčionių raj.	Laužėnų k., Sarių sen.	The producer of small quantities,	domestic trade	Laužėnų k., Sarių sen. , Švenčionių raj. , Lithuania	55,0435594	26,0073477
86-110P	Monikos Jankauskienės pieno ūkis	Švenčionių raj.	Šventos k., Švenčionių sen.	The producer of small quantities,	domestic trade	Šventos k., Švenčionių sen. , Švenčionių raj. , Lithuania	55,190247	26,2004768
87-001 V	"UAB Norfos mažmena"""	Šilalės raj.	Nepriklausomybės g. 13 a, Šilalė	Butchers, CP;MM;MP	domestic trade	Nepriklausomybės g. 13 a, Šilalė , Šilalės raj. , Lithuania	55,4909367	22,1883698
87-001P	Zigmanto Kuizino ūkis	Šilalės raj.	Skerdynų k., Kvėdarnos sen., Šilalės r.	The producer of small quantities, PP	domestic trade	Skerdynų k., Kvėdarnos sen., Šilalės r. , Šilalės raj. , Lithuania	55,5520456	21,9988516
87-001P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Tenenių PSP"	Šilalės raj.	Tenenių mstl., Šilalės r.	Milk collection point,	 EU	Tenenių mstl., Šilalės r. , Šilalės raj. , Lithuania	55,462694	21,91081
87-002P	"AB ""Žemaitijos pienas"" Traksėdžio PSP"	Šilalės raj.	Traksėdžio k., Šilalės r.	Milk collection point,	 EU	Traksėdžio k., Šilalės r. , Šilalės raj. , Lithuania	55,510211	22,1176019
87-002P	Ūkininkas Remigijus Kairys	Šilalės raj.	Palentinio k., Šilalės r.	The producer of small quantities, PP	domestic trade	Palentinio k., Šilalės r. , Šilalės raj. , Lithuania	55,643094	22,4458219
87-003P	"AB ""Žemaitijos pienas"" Žadeikių PSP"	Šilalės raj.	Žadeikių k.,Šilalės r.	Milk collection point,	 EU	Žadeikių k.,Šilalės r. , Šilalės raj. , Lithuania	55,580087	22,072173
87-003P	Vilijos Bušinskienės ūkis	Šilalės raj.	Iždonų k. Šilalės r.	The producer of small quantities, PP	domestic trade	Iždonų k. Šilalės r. , Šilalės raj. , Lithuania		
87-004 V	"UAB ""Palink"""	Šilalės raj.	Basanavičiaus g. 21, Šilalė	Butchers, CP;MM;MP	domestic trade	Basanavičiaus g. 21, Šilalė , Šilalės raj. , Lithuania	55,4895769	22,188835
87-004P	"AB ""Žemaitijos pienas"" Sauslaukio 2 PSP"	Šilalės raj.	Pajūralio k., Šilalės r.	Milk collection point,	 EU	Pajūralio k., Šilalės r. , Šilalės raj. , Lithuania	55,5434637	21,9491647
87-005P	"AB ""Žemaitijos pienas"" Kvėdarnos PSP"	Šilalės raj.	Kvėdarnos mstl., Šilalės r.	Milk collection point,	 EU	Kvėdarnos mstl., Šilalės r. , Šilalės raj. , Lithuania	55,4915871	22,1719711
87-005P	Ūkininkas Artūras Bernotas	Šilalės raj.	Tūbinių II k., Šilalės k. sen., Šilalė r	The producer of small quantities,	domestic trade	Tūbinių II k., Šilalės k. sen., Šilalė r , Šilalės raj. , Lithuania	55,49268	22,1845559
87-006P	Algimantas Daugintas	Šilalės raj.	Pūtvės k., Šilalės kaim. sen., Šilalės r	The producer of small quantities,	domestic trade	Pūtvės k., Šilalės kaim. sen., Šilalės r , Šilalės raj. , Lithuania	55,49268	22,1845559
87-007P	"AB ""Žemaitijos pienas"" Šiauduvos PSP"	Šilalės raj.	Šiauduvos k., Šilalės r.	Milk collection point,	 EU	Šiauduvos k., Šilalės r. , Šilalės raj. , Lithuania	55,571383	22,240466
87-008P	"AB ""Žemaitijos pienas"" Biržų lauko II PSP"	Šilalės raj.	Biržų Lauko k., Šilalės r.	Milk collection point,	 EU	Biržų Lauko k., Šilalės r. , Šilalės raj. , Lithuania	55,472879	22,245422
87-009P	"AB ""Žemaitijos pienas"" Požerės II PSP"	Šilalės raj.	Požerės k., Šilalės r.	Milk collection point,	 EU	Požerės k., Šilalės r. , Šilalės raj. , Lithuania	55,634407	22,3052979
87-01	"UAB ""Senasis malūnas"""	Šilalės raj.	Balsių k.,	Meat, CP;MM;MP;PP,mp;GHE	 EU	Balsių k., , Šilalės raj. , Lithuania	55,5112659	22,2217089
87-011P	"AB ""Žemaitijos pienas"" Tūbinių PSP"	Šilalės raj.	Tūbinių k., Šilalės r.	Milk collection point,	 EU	Tūbinių k., Šilalės r. , Šilalės raj. , Lithuania	55,5258968	22,259789
87-013P	"AB ""Žemaitijos pienas"" Jucaičių PSP"	Šilalės raj.	Jucaičių k., Šilalės r.	Milk collection point,	 EU	Jucaičių k., Šilalės r. , Šilalės raj. , Lithuania	55,4529449	22,1761889
87-014P	"AB ""Žemaitijos pienas"" Laukuvos PSP"	Šilalės raj.	Laukuvos mstl., Šilalės r.	Milk collection point,	 EU	Laukuvos mstl., Šilalės r. , Šilalės raj. , Lithuania	55,619484	22,2315438
87-015P	"AB ""Žemaitijos pienas"" Upynos PSP"	Šilalės raj.	Upynos mstl., Šilalės r.	Milk collection point,	 EU	Upynos mstl., Šilalės r. , Šilalės raj. , Lithuania	55,447998	22,4459809
87-016P	"AB ""Žemaitijos pienas"" Girdiškės PSP"	Šilalės raj.	Girdiškės k., Šilalės r.	Milk collection point,	 EU	Girdiškės k., Šilalės r. , Šilalės raj. , Lithuania	55,466608	22,515623
87-017P	"AB ""Žemaitijos pienas"" Pagrybės PSP"	Šilalės raj.	Pagrybio k., Šilalės r.	Milk collection point,	 EU	Pagrybio k., Šilalės r. , Šilalės raj. , Lithuania	55,5232069	22,4382989
87-018P	"AB ""Žemaitijos pienas"" Bytlaukio PSP"	Šilalės raj.	Bytlaukio k., Šilalės r.	Milk collection point,	 EU	Bytlaukio k., Šilalės r. , Šilalės raj. , Lithuania	55,5383389	22,3269019
87-019P	"AB ""Žemaitijos pienas"" Kaltinėnų PSP"	Šilalės raj.	Kaltinėnų mstl., Šilalės r.	Milk collection point,	 EU	Kaltinėnų mstl., Šilalės r. , Šilalės raj. , Lithuania	55,566566	22,4575641
87-02	"UAB ""Daigita"""	Šilalės raj.	Naujojo Obelyno k.	Meat, MP	 EU	Naujojo Obelyno k. , Šilalės raj. , Lithuania	55,5710418	22,197866
87-020P	"AB ""Žemaitijos pienas"" Rūtelių PSP"	Šilalės raj.	Rūtelių k., Šilalės r.	Milk collection point,	 EU	Rūtelių k., Šilalės r. , Šilalės raj. , Lithuania		
87-021P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Balsių PSP"	Šilalės raj.	Balsių k., Šilalės r.	Milk collection point,	 EU	Balsių k., Šilalės r. , Šilalės raj. , Lithuania	55,5112659	22,2217089
87-022P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Jucaičių PSP"	Šilalės raj.	Jucaičių k., Šilalės r.	Milk collection point,	 EU	Jucaičių k., Šilalės r. , Šilalės raj. , Lithuania	55,4529449	22,1761889
87-024P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Laukuvos PSP"	Šilalės raj.	Laukuvos mstl., Šilalės r.	Milk collection point,	 EU	Laukuvos mstl., Šilalės r. , Šilalės raj. , Lithuania	55,619484	22,2315438
87-025P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Drobūkščių PSP"	Šilalės raj.	Drobūkščių k., Šilalės r.	Milk collection point,	 EU	Drobūkščių k., Šilalės r. , Šilalės raj. , Lithuania	55,525383	22,0373349
87-027P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Pajūralio PSP"	Šilalės raj.	Pajūralio k., Šilalės r.	Milk collection point,	 EU	Pajūralio k., Šilalės r. , Šilalės raj. , Lithuania	55,5434637	21,9491647
87-029P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Kaltinėnų PSP"	Šilalės raj.	Kaltinėnų mstl., Šilalės r.	Milk collection point,	 EU	Kaltinėnų mstl., Šilalės r. , Šilalės raj. , Lithuania	55,566566	22,4575641
87-03	Zitos Siautilienės ūkis	Šilalės raj.	Trako k., Šilalės r.	Other establishments, PP,sn	 EU	Trako k., Šilalės r. , Šilalės raj. , Lithuania	55,49268	22,1845559
87-031P	"AB ""Žemaitijos pienas"" Jomantų PSP"	Šilalės raj.	Jomantų k., Šilalės r.	Milk collection point,	 EU	Jomantų k., Šilalės r. , Šilalės raj. , Lithuania	55,4523075	22,0004344
87-032P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Visdžiaugų PSP"	Šilalės raj.	Visdžiaugų k., Šilalės r.	Milk collection point,	 EU	Visdžiaugų k., Šilalės r. , Šilalės raj. , Lithuania	55,5072109	22,0095159
87-033P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Vingininkų PSP"	Šilalės raj.	Vingininkų k., Šilalės r.	Milk collection point,	 EU	Vingininkų k., Šilalės r. , Šilalės raj. , Lithuania	55,4854815	22,1938003
87-034P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Nevočių PSP"	Šilalės raj.	Nevočių k.	Milk collection point,	 EU	Nevočių k. , Šilalės raj. , Lithuania	55,5710418	22,197866
87-035P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Šiauduvos PSP"	Šilalės raj.	Šiauduvos k., Šilalės r.	Milk collection point,	 EU	Šiauduvos k., Šilalės r. , Šilalės raj. , Lithuania	55,571383	22,240466
87-036P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Girdiškės PSP"	Šilalės raj.	Girdiškės k., Šilalės r.	Milk collection point,	 EU	Girdiškės k., Šilalės r. , Šilalės raj. , Lithuania	55,466608	22,515623
87-037P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Obelyno PSP"	Šilalės raj.	Naujojo Obelyno k., Šilalės r.	Milk collection point,	 EU	Naujojo Obelyno k., Šilalės r. , Šilalės raj. , Lithuania	55,49268	22,1845559
87-038P	"AB ""Vilkyškių pieninė"" Grimzdų PSP"	Šilalės raj.	Genioto k., Šilalės r.	Milk collection point,	 EU	Genioto k., Šilalės r. , Šilalės raj. , Lithuania		
87-04	Ūkininkų Laimos ir Imedo Monkų mėsos ch.	Šilalės raj.	Lingiškės k., Traksėdžio sen.	Meat, PP,mp;CP;MM;MP	 EU	Lingiškės k., Traksėdžio sen. , Šilalės raj. , Lithuania	55,4909326	22,167948
87-040P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Kvėdarnos PSP"	Šilalės raj.	Kvėdarnos mstl., Šilalės r.	Milk collection point,	 EU	Kvėdarnos mstl., Šilalės r. , Šilalės raj. , Lithuania	55,4915871	22,1719711
87-041P	"AB ""Pieno žvaigždės"" fil. Mažeikių pieninė Grimzdų PSP"	Šilalės raj.	Grimzdų k., Šilalės r.	Milk collection point,	 EU	Grimzdų k., Šilalės r. , Šilalės raj. , Lithuania		
