code;# Bundesland;Name des Betriebs;Straße / Haus-Nr.;Ort;Alte Zulassungs-nummern;Neue Zulassungsnummer;Zulassungsnummer Eierpackstellen;CS;RW;WM;SH;CP;SH2;CP2;SH3;CP3;GHE;CP4;MM;MP;MSM;PP;CC;PP2;CC2;PP3;CC3;PP4;CC4;PP5;CC5;PP6;EPC;LEP;PP7;AH;FV;ZV;FFPP;PP8;WM2;PC;DC;PP9;Einschränkungen;Bemerkungen;Zulassung befristet bis;Zulassung ruht seit;Drittlandzulassungen;lat;lng
HE 040;HE;Unilever Deutschland Produktions GmbH & Co. OHG;Langnesestraße 1;64646 Heppenheim (Bergstraße);HE 040;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.6364095;8.6170173
HE 043;HE;Käserei Attina Limited, Inhaber Christian Attina;Wilhelm-Lehr-Straße 48;64839 Münster;HE 043;;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O;;;;;;;;;;;;;;;;;;49.925816;8.8695581
HE 049;HE;Milchschafbetrieb Heegenhof;Vor dem Heegen 1;37217 Witzenhausen;HE 049;;;;;;;;;;;;;;;;;;;;;;;;;;;B, C, O, S;;;;;;;;;;;;;;;;;;51.37509;9.76269
HE 051;HE;Lebensgemeinschaft Bingenheim, Quellenhof;Schlossstraße 9;61209 Echzell;HE 051;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;50.37319;8.89394
HE 052;HE;Heinz & Jan Trumpfheller GbR;Am Schloßberg 11;64743 Beerfelden;HE 052;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;49.5310914;8.9638467
HE 053;HE;Milchhof Sandra und Klaus Hügel;Zum Geisküppel 2a;36043 Fulda;HE 053;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;50.5278903;9.7030828
HE 054;HE;Peter Vogel;Knesheckenweg 5;36160 Dipperz;HE 054;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;50.51657;9.8159799
HE 055;HE;Gutsmolkerei Selgenhof, Frühauf GbR;Domäne Selgenhof 1;35327 Ulrichstein;HE 055;;;;;;;;;;;;;;;;;;;;;;;;;;;S, B, O, C;;;;;;;;;;;;;;;;;;50.5659484;9.2059431
HE 01688;HE;Heinz Schütz GmbH;k.a. 0;65520 Bad Camberg;;HE 01688;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3112146;8.2912982
HE 10000;HE;gyOOza OHG;Spohrstraße 17 A;60318 Frankfurt am Main;;HE 10000;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;;;;;50.127;8.69086
HE 10004;HE;GT Ronny Taube Fleischhandelsgesellschaft mbH;Münchener Straße 23;64521 Groß-Gerau;;HE 10004;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9368115;8.4867319
HE 10005;HE;Eckhart-Fleischwaren GmbH;k.a. 0;61440 Oberursel;;HE 10005;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.2025478;8.5770309
HE 10006;HE;Helmut Christ Naturdärme;Lucas-Cranach-Straße 7;65527 Niedernhausen;;HE 10006;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1612805;8.3070534
HE 10013;HE;Katadyn Deutschland GmbH;Hessenring 23;64546 Mörfelden-Walldorf;;HE 10013;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.98892;8.58422
HE 10019;HE;Kraftverkehr Nagel SE & Co. KG;Hans-Böckler-Straße 31;64521 Groß-Gerau;;HE 10019;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.93116;8.46608
HE 10025;HE;Fleischerei- & Gastronomie-Service GmbH;Carl-Benz-Straße 14;60386 Frankfurt am Main;;HE 10025;;X;X;;;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;50.1204747;8.749495
HE 10026;HE;Nimex International (Deutschland) GmbH;Dieselstraße 11a;64807 Dieburg;;HE 10026;;;;;;;;;;;;;;B, O, P, C, A, L, fG, wL, R, wU, wA;;mp;;;;;;;;;;B;;;X;;;;;;;;;;;;;;;49.9114251;8.8661262
HE 10027;HE;Heinrich Schreiner Därme-Import-Großhandel, Inhaber: Dirk Lohrey;Borsigstraße 39;63110 Rodgau;;HE 10027;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9910916;8.8652401
HE 10028;HE;Tran Soan Tiefkühlhaus GmbH & Co. KG;Darmstädter Straße 73;64572 Büttelborn;;HE 10028;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.8986934;8.5274104
HE 10030;HE;Gourmet Werkstatt Rhein-Main Wetterau GmbH;Auf dem Schützenrain 2-6;61231 Bad Nauheim;;HE 10030;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3558521;8.7532485
HE 10032;HE;Fleischereibedarf Michael Erzgräber;Erbacher Straße 66;64380 Roßdorf;;HE 10032;;;X;;;;;;;;;;;;;;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;49.85933;8.77263
HE 10033;HE;OPAL Catering GmbH;Friedhofstraße 51;63065 Offenbach am Main;;HE 10033;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.105428;8.7783229
HE 10035;HE;Taunus Menü Service GmbH;Rudolf-Diesel-Straße 13;61267 Neu-Anspach;;HE 10035;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.3074324;8.5149866
HE 10036;HE;Cook Company gGmbH;Vilbeler Straße 45b;60388 Frankfurt am Main;;HE 10036;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1418795;8.7557672
HE 10037;HE;Bärenstark - Gutes Essen GmbH;Ginnheimer Straße 24;60487 Frankfurt am Main;;HE 10037;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;50.1264323;8.6399689
HE 10038;HE;Perishable Center GmbH & Co. Betriebs KG, Flughafen Frankfurt;Tor 26, Gebäude 454;60549 Frankfurt am Main;;HE 10038;;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0389265;8.5329921
HE 10040;HE;WISAG Business Catering GmbH & Co. KG;Kleyerstraße 86;60326 Frankfurt am Main;;HE 10040;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.0999988;8.6322578
HE 10042;HE;Do & Co Frankfurt GmbH;Langer Kornweg 38;65451 Kelsterbach;;HE 10042;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;;;;;50.0554795;8.5222535
HE 10043;HE;WISAG Business Catering GmbH & Co. KG, Betriebsstätte:  Polizeipräsidium Frankfurt;Adickesallee 70;60322 Frankfurt am Main;;HE 10043;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.1328583;8.6742757
HE 10044;HE;ACTIVcatering für Kinder GmbH;Theodor-Heuss-Allee 108;60486 Frankfurt am Main;;HE 10044;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;50.1160085;8.6318705
HE 10045;HE;GJG Gemeinnützige Job Wiesbaden GmbH, Abt. amaranth Kinder Catering;Bahnstraße 9a;65205 Wiesbaden;;HE 10045;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.0543702;8.2970711
HE 10046;HE;Emil Färber GmbH & Co. KG;Rudolf-Diesel-Straße 3;63322 Rödermark;;HE 10046;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.98169;8.800725
HE 10047;HE;Karotte und Erbse, Katharina Pattberg;Triebstraße 19;60388 Frankfurt am Main;;HE 10047;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.1471779;8.7542651
HE 10049;HE;Firjel Catering;Josef-Eicher-Straße 10;60437 Frankfurt am Main;;HE 10049;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;50.1966675;8.6464754
HE 10050;HE;Nagel Transthermos GmbH & Co. KG;Mariechen-Graulich-Straße 6;65439 Flörsheim;;HE 10050;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0230131;8.4350539
HE 10051;HE;FPS Catering GmbH & Co. KG;Ferdinand-Porsche-Straße 17-19;60386 Frankfurt am Main;;HE 10051;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.1208991;8.7593149
HE 10052;HE;Caritasheim St. Elisabeth Bensheim;Heidelberger Straße 50;64625 Bensheim;;HE 10052;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.6738422;8.6241614
HE 10053;HE;REAS GmbH & Co. KG, Geschäftsführer Jorgos Klaus Schütz;Bahnhofstraße 4;64401 Groß-Bieberau;;HE 10053;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;49.80144;8.82636
HE 10054;HE;Gate Gourmet GmbH;Admiral-Rosendahl-Straße 2-8;63263 Neu-Isenburg;;HE 10054;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;50.03646;8.60839
HE 10055;HE;GIC International Catering GmbH;Langer Kornweg 31;65451 Kelsterbach;;HE 10055;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;X;X;;;;;;Catering/Großküche;;;;50.05454;8.5226631
HE 10056;HE;"CAT ""EUROPA"" Catering GmbH";Europa-Allee 45;64625 Bensheim;;HE 10056;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.68759;8.60916
HE 10057;HE;Wolkenbruch - Hits für Kids;Waldecker Straße 11;60433 Frankfurt am Main;;HE 10057;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;50.1527819;8.6724184
HE 10058;HE;Kindernest Küche GmbH, Frau Silke Boss und Herr Hans-Jürgen Hildebrandt;Raiffeisenstraße 13;63549 Ronneburg;;HE 10058;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;50.2128206;9.0422577
HE 10059;HE;METRO LOGISTICS Germany GmbH;Union-Brauerei-Straße 6;64521 Groß-Gerau;;HE 10059;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9085581;8.4997313
HE 10060;HE;Der Kindergartenkoch Partyservice Höhn;Kühlhausstraße 1;63674 Altenstadt;;HE 10060;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.271089;8.9250874
HE 10061;HE;El Tucano GmbH & Co. KG;Max-Planck-Ring 25;65205 Wiesbaden;;HE 10061;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.04134;8.35392
HE 10063;HE;ACTIVcatering für Kinder GmbH;Idsteiner Straße  111 - 113;65199 Wiesbaden;;HE 10063;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;50.1095479;8.2415813
HE 10067;HE;Partyservice Rump & Ehrenfried;Ludwigstraße 44a;64646 Heppenheim (Bergstraße);;HE 10067;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;49.6376587;8.6414324
HE 10070;HE;Evim Service GmbH;Dürerstraße 25;65795 Hattersheim;;HE 10070;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.065889;8.4752417
HE 10071;HE;GFL Gilde Frischelogistik GmbH;Wasserweg 43;64521 Groß-Gerau;;HE 10071;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.92487;8.50087
HE 10073;HE;Großküche der Johanna-Kirchner-Stiftung im August-Stunz-Zentrum;Röderbergweg 82;60314 Frankfurt am Main;;HE 10073;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.1150404;8.7078825
HE 10074;HE;Großküche der Johanna-Kirchner-Stiftung c/o Betriebsstandort Altenhilfezentrum;Gutleutstraße 319;60314 Frankfurt am Main;;HE 10074;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.0973042;8.6471958
HE 10075;HE;AWO Integra Catering gGmbH;Helmholtzstraße 1;64711 Erbach;;HE 10075;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.6676206;8.9931782
HE 10076;HE;HUA SHANG GmbH Trade-Service-Consulting;Waldstraße 68;63263 Neu-Isenburg;;HE 10076;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche/Airline-Caterer;;;;50.05475;8.69203
HE 10078;HE;Restaurant Schelmenstube;Landgraben 3;60388 Frankfurt am Main;;HE 10078;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;50.1551778;8.7494255
HE 10082;HE;Nacho Kings Meixner American Food Service GmbH;August-Schanz-Straße 30-32;60433 Frankfurt am Main;;HE 10082;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1642466;8.6870664
HE 10083;HE;FreezeLog GmbH;August-Schanz-Straße 30 - 32;60433 Frankfurt am Main;;HE 10083;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1642466;8.6870664
HE 10084;HE;Verteilerküche Hanau - WISAG Care Catering GmbH & Co. KG;Möhnestraße 24;63452 Hanau;;HE 10084;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;50.1467271;8.9391918
HE 10086;HE;T.B. Food Production GmbH;Dieselstraße 6-8;63165 Mühlheim am Main;;HE 10086;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;;;;;50.1160838;8.8404463
HE 10087;HE;Bethesda Service GmbH;Am Obertor 40;64832 Babenhausen;;HE 10087;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;49.96821;8.97898
HE 10088;HE;Cali`s Bio Catering, Catherine Prisco & Ralf Altmann GbR;Hochheimer Weg 8;65719 Hofheim am Taunus;;HE 10088;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;50.0584201;8.4159674
HE 10089;HE;Bantschow & Bantschow Catering;Bahnhofstr. 74;64823 Groß-Umstadt;;HE 10089;;;;;;;;;;;;;B, P;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;49.8918453;8.9423672
HE 10090;HE;Nagel Transthermos GmbH & Co. KG;An der Autobahn 1;64646 Heppenheim;;HE 10090;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.6336582;8.6142512
HE 10091;HE;DACHSER SE, Logistikzentrum Rhein-Main;Zum Fliegerhorst 1305;63526 Erlensee;;HE 10091;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.16398;8.9594701
HE 10092;HE;Nagel Transthermos GmbH & Co. KG;Von-Humboldt-Straße 10;64646 Heppenheim;;HE 10092;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.6417759;8.6112755
HE 10093;HE;PTG Lohnabfüllung GmbH;Elisabeth-Selbert-Straße 4;63110 Rodgau;;HE 10093;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0141164;8.9022373
HE 10094;HE;"DSE Dienste für soziale Einrichtungen GmbH c/o Altenpflegeheim ""Haus an den Platanen""";Lessingstraße 4;63263 Neu-Isenburg;;HE 10094;;;;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;X;;;;;;Catering/Großküche;;;;50.05402;8.69318
HE 10095;HE;Eurocool Nagel GmbH & Co. KG;Hans-Böckler-Str. 15;64521 Groß-Gerau;;HE 10095;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.93026;8.46737
HE 10096;HE;E & A Gastronomie GmbH;Benzstraße 6;64807 Dieburg;;HE 10096;;;;;;;;;;;;;B, C, O, P, S;B, C, O, P, S;;mp;;;;;;;;;;;;;X;;;;;X;;;;;;Catering/Großküche;;;;49.9129467;8.8569671
HE 10099;HE;Green Times - Foodservice Catering GmbH;Dieselstraße 21;61184 Karben;;HE 10099;;;;;;;;;;;;;B, C, O, P, S, A;B, C, O, P, S, A;;mp;;;;;;;;;;;;;X;;;;;;;;;;;Catering/Großküche;;;;50.2238991;8.7633616
HE 10101;HE;CJ Mainfrost Foods GmbH;Siemensstraße 13-17;61130 Nidderau;;HE 10101;;;;;;;;;;;;;;S, B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.24329;8.86718
HE 10107;HE;Fleischhandel Bauer GmbH;Hilgersstraße 18;65203 Wiesbaden;;HE 10107;;;;;;B, O, P;;;;;;;B, P;B, P, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.0331273;8.2626402
HE 10118;HE;Merk & Beck GmbH Fleischgroßhandel;Carl-Benz-Straße 16;60386 Frankfurt am Main;;HE 10118;;;;;;S, B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1200019;8.7536177
HE 10125;HE;Baumann GmbH & Co. KG;Am Pariser Weg 25;68519 Viernheim;;HE 10125;;;;;C, O;B, C, O;;;;;;wL, wU;;B, C, O, A;;bl;X;X;;X;;;;;;;;;;;;;;;;;;;;;;;;49.57432;8.60334
HE 10133;HE;PM Fleisch- und Wurstmanufaktur GmbH;Frankfurter Straße 27;64839 Münster;;HE 10133;;;;;;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9265738;8.8590532
HE 10139;HE;Fleischgroßhandel GmbH & Co. KG;Rodauer Straße 70;64625 Bensheim;;HE 10139;;;;;;S, B, O, P, C;;;;;;;S, B, O, P, C;S, B, O, P, C;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.70906;8.57369
HE 10145;HE;Odenwälder Fleischwaren GmbH;Siedlerweg 20;64407 Fränkisch-Crumbach;;HE 10145;;;;;;B, C, O, P, S;;;;;;;B, C, O, P, L, A, fG, R, wA, wL, wU, wG;B, C, O, P, L, A, fG, R, wA, wL, wU, wG;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.7463103;8.8666168
HE 10152;HE;Landmetzgerei Karsten Quirin;Korffstraße 23;60437 Frankfurt am Main;;HE 10152;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1838326;8.6916122
HE 10153;HE;LSG Sky Chefs Frankfurt ZD GmbH;Jean-Gardner-Batten-Straße 5;60549 Frankfurt am Main;;HE 10153;;;;;;;;;;;;;;B, P, A, wA, wG, wU, C, O, L, fG, R, wL;;mp;;;;;;;;;;;;;;;;;X;;;;;;;Catering/Großküche;;;;50.0550431;8.5996074
HE 10154;HE;Feinschmeckertreff;k.a. 0;64331 Weiterstadt;;HE 10154;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9163034;8.5944028
HE 10155;HE;Metzgerei Proksch GmbH;k.a. 0;63683 Ortenberg;;HE 10155;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3560475;9.0791314
HE 10156;HE;Metzgerei Kromm;k.a. 0;61206 Wöllstadt;;HE 10156;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.2787823;8.7699769
HE 10159;HE;Max Niedernhuber;Robert-Bosch-Straße 5a;63477 Maintal;;HE 10159;;;X;;;;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.13208;8.86276
HE 10160;HE;Gözde Döner Produktion GmbH;Sandwiesenstraße 18 A;64665 Alsbach-Hähnlein;;HE 10160;;;;;;;;;;;;;;B, A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.74203;8.60116
HE 10161;HE;Bärbel Spiehl;Lützelforstmühle 1;64823 Groß-Umstadt;;HE 10161;;;;;O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9007987;8.9143438
HE 10162;HE;Metzgerei Henrici GmbH Co. KG;Saalburgstraße 2;61267 Neu-Anspach;;HE 10162;;;;;B, P;B, P;;;R;R;;;;B, P, A, R;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.2893967;8.5087381
HE 10163;HE;Metzgerei Christian Kipfstuhl;Bürstädter Straße 11;68647 Biblis;;HE 10163;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.6826993;8.4508265
HE 10164;HE;Metzgerei Eckhard Neun GmbH;Herrgottsgasse 14;63688 Gedern;;HE 10164;;;;;B, P;B, P;;;;;;;;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.386158;9.1956038
HE 10166;HE;Metzgerei Axel Glenz;Bahnstraße 14;64711 Erbach;;HE 10166;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.6559467;8.9929325
HE 10168;HE;Merzehof GbR;Weidgasse 14;63691 Ranstadt;;HE 10168;;;;;B, C, O;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3610433;8.9566595
HE 10169;HE;Schlachtungsservice Dieter Krieb;Hauptstraße 160;61209 Echzell;;HE 10169;;;;;B, C, O, P;B, C, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3900147;8.8851285
HE 10170;HE;Party Service & Metzgerei Mahl;Hanauer Straße 14;61194 Niddatal;;HE 10170;;;;;B, O, P, C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.2793604;8.8003466
HE 10171;HE;Metzgerei und Partyservice Crass;Assenheimer Straße 19a;61194 Niddatal;;HE 10171;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.2872016;8.84551
HE 10172;HE;Metzgerei Stefan Schmidt;Korffstraße 41;60437 Frankfurt am Main;;HE 10172;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1844145;8.6907423
HE 10174;HE;Landmetzgerei Hedderich;Außerhalb 29;65468 Trebur;;HE 10174;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.9176006;8.3674684
HE 10175;HE;Metzgerei Mathias Pipp;Raunstraße 19;61209 Echzell;;HE 10175;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3709067;8.8948672
HE 10176;HE;Walther GmbH - Die Metzgerei;Niddastraße 2;61197 Florstadt;;HE 10176;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3187835;8.8616084
HE 10177;HE;Metzgerei Binzer;Hauptstraße 2;35510 Butzbach;;HE 10177;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.4722267;8.6536846
HE 10179;HE;Zum Löwen Oberheim GmbH;Lauterbacherstraße 27;63688 Gedern;;HE 10179;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.4257489;9.1997007
HE 10180;HE;Schafhaltung Dr. Peter Haug;Hauptstraße 39;61462 Königstein;;HE 10180;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1828329;8.4641831
HE 10182;HE;Partyservice-Catering-Fleischerei Buss;Gartenstraße 6;35516 Münzenberg;;HE 10182;;;;;B, O, P, C;B, O, P, C;;;;;;;;;;mp;;;;;;;;;;;;;;;;;;;;;;;;Catering/Großküche;;;;50.4596006;8.7271018
HE 10183;HE;Schlachthausgenossenschaft Büdingen eG;Pferdsbacher Weg 20;63654 Büdingen;;HE 10183;;;;;B, C, O, P;B, C, O, P;;;fG;fG;wL, wU, wG;wL, wU, wG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.2931183;9.1096857
HE 10184;HE;Fleischgroßhandel Thomas Schmittmann;Otto-Hahn-Straße 11;35510 Butzbach;;HE 10184;;;;;;B, O, P;;;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.4338789;8.6877174
HE 10185;HE;Metzgerei und Gastwirtschaft Norbert Philippi;Obbornhofener Straße 17;61200 Wölfersheim;;HE 10185;;;;;B, O, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.4307126;8.8278207
HE 10187;HE;Metzgerei Klaus Mann;Obergasse 2;63683 Ortenberg;;HE 10187;;;;;P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.37584;9.0861
HE 10188;HE;Transgourmet Deutschland GmbH & Co. OHG;Praunheimer Straße  5 - 11;65760 Eschborn;;HE 10188;;;X;X;;B, O, P;;;;;;;B, O, P;B, P;;mp;;;;;;;;;;;;;;;;;X;X;;;;;;;;;;50.14215;8.57752
HE 10189;HE;Metzgerei Hensel GmbH;Schlossgasse 2;63683 Ortenberg;;HE 10189;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.3756817;9.0861564
HE 10190;HE;Klaus Heinelt;Bergstraße 15;65510 Idstein;;HE 10190;;;;;S, B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.26971;8.28215
HE 10191;HE;Landmetzgerei Schäfer;Birkenhof 1;64560 Riedstadt;;HE 10191;;;;;B, P;B, P;;;;;;;B, P;B, P;;mp;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.8421086;8.5068561
HE 10192;HE;Mike Hering Fleischgroßhandel GmbH im Fleischversorgungszentrum;Carl-Benz-Straße 16;60386 Frankfurt am Main;;HE 10192;;;;;;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.1200019;8.7536177
HE 10193;HE;Moos GbR;Berghof 1;61389 Schmitten;;HE 10193;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.29104;8.47264
HE 10194;HE;Postawa OHG;Hauptstraße  17;64760 Oberzent;;HE 10194;;;;;B, P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49.4983605;8.9208801
HE 10195;HE;Volker Schuhmacher;Wernbornerstraße 11;61250 Usingen;;HE 10195;;;;;O;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.35671;8.54337
